CONUS_10KM,LONG,LAT
80738,-103.29226044,40.9881280057
80739,-103.172780712,40.9949180985
80740,-103.05327826,41.001596258
80741,-102.933753458,41.0081624507
80742,-102.814206675,41.0146166434
80743,-102.694638286,41.0209588043
80744,-102.575048663,41.0271889011
80745,-102.455438179,41.0333069028
80746,-102.335807207,41.0393127785
80747,-102.216156122,41.0452064983
80748,-102.096485297,41.0509880326
80749,-101.976795109,41.0566573523
80750,-101.857085931,41.0622144287
80751,-101.73735814,41.0676592339
80752,-101.617612111,41.0729917405
80753,-101.49784822,41.078211922
80754,-101.378066844,41.0833197515
80755,-101.258268359,41.0883152034
80756,-101.138453144,41.0931982526
80757,-101.018621574,41.0979688746
80758,-100.898774029,41.1026270449
80759,-100.778910885,41.1071727405
80760,-100.659032522,41.1116059383
80761,-100.539139318,41.1159266155
80762,-100.419231653,41.1201347504
80763,-100.299309904,41.1242303219
80764,-100.179374453,41.1282133092
80765,-100.059425678,41.1320836919
80766,-99.9394639598,41.1358414507
80767,-99.8194896788,41.1394865666
80768,-99.699503215,41.1430190207
80769,-99.5795049494,41.1464387956
80770,-99.4594952631,41.1497458738
80771,-99.339474537,41.152940238
80772,-99.2194431527,41.1560218725
80773,-99.0994014918,41.1589907615
80774,-98.9793499353,41.1618468902
80775,-98.8592888666,41.1645902437
80776,-98.739218667,41.167220808
80777,-98.6191397192,41.1697385702
80778,-98.4990524054,41.1721435173
80779,-98.3789571082,41.1744356369
80780,-98.2588542108,41.1766149175
80781,-98.1387440961,41.1786813481
80782,-98.0186271469,41.1806349175
80783,-97.8985037466,41.182475617
80784,-97.7783742785,41.184203436
80785,-97.6582391265,41.1858183662
80786,-97.5380986729,41.1873204
80787,-97.4179533022,41.1887095286
80788,-97.2978033994,41.1899857455
80789,-97.1776493472,41.1911490447
80790,-97.0574915295,41.1921994193
80791,-96.9373303303,41.1931368644
80792,-96.817166134,41.1939613752
80793,-96.6969993247,41.1946729478
80794,-96.5768302862,41.1952715781
80795,-96.4566594031,41.1957572634
80796,-96.3364870599,41.1961300008
80797,-96.2163136403,41.1963897891
80798,-96.0961395288,41.1965366261
80799,-95.9759651098,41.1965705115
80800,-95.8557907676,41.1964914454
81195,-104.018733014,41.0340273217
81196,-103.899248418,41.0414982075
81197,-103.779738784,41.0488572269
81198,-103.660204483,41.0561043427
81199,-103.540645886,41.0632395188
81200,-103.421063365,41.0702627192
81201,-103.30145729,41.0771739088
81202,-103.181828034,41.083973053
81203,-103.06217597,41.0906601176
81204,-102.94250147,41.0972350689
81205,-102.822804907,41.1036978737
81206,-102.703086656,41.1100484999
81207,-102.583347091,41.1162869151
81208,-102.463586585,41.1224130882
81209,-102.343805515,41.1284269881
81210,-102.224004255,41.1343285846
81211,-102.104183181,41.1401178478
81212,-101.984342671,41.1457947486
81213,-101.864483099,41.1513592582
81214,-101.744604842,41.1568113485
81215,-101.62470828,41.1621509919
81216,-101.504793787,41.1673781613
81217,-101.384861744,41.1724928306
81218,-101.264912527,41.1774949732
81219,-101.144946516,41.1823845644
81220,-101.024964088,41.1871615793
81221,-100.904965624,41.1918259934
81222,-100.784951504,41.1963777834
81223,-100.664922106,41.200816926
81224,-100.544877811,41.2051433987
81225,-100.424818999,41.2093571792
81226,-100.304746051,41.2134582465
81227,-100.184659348,41.2174465795
81228,-100.064559271,41.2213221578
81229,-99.944446202,41.2250849623
81230,-99.8243205221,41.2287349732
81231,-99.7041826132,41.2322721721
81232,-99.5840328581,41.2356965409
81233,-99.4638716381,41.2390080625
81234,-99.3436993369,41.2422067195
81235,-99.223516337,41.2452924961
81236,-99.1033230211,41.2482653762
81237,-98.9831197733,41.2511253448
81238,-98.8629069763,41.2538723871
81239,-98.7426850135,41.2565064894
81240,-98.6224542694,41.2590276381
81241,-98.5022151275,41.2614358201
81242,-98.3819679719,41.2637310235
81243,-98.2617131873,41.2659132366
81244,-98.141451158,41.2679824476
81245,-98.0211822682,41.2699386463
81246,-97.9009069025,41.2717818232
81247,-97.7806254463,41.273511968
81248,-97.6603382846,41.2751290722
81249,-97.5400458012,41.2766331278
81250,-97.4197483818,41.2780241269
81251,-97.2994464128,41.2793020623
81252,-97.179140279,41.2804669276
81253,-97.0588303652,41.2815187167
81254,-96.9385170574,41.2824574245
81255,-96.8182007407,41.2832830456
81256,-96.697881801,41.2839955764
81257,-96.5775606239,41.2845950131
81258,-96.4572375952,41.2850813525
81259,-96.3369131004,41.285454592
81260,-96.2165875255,41.2857147299
81261,-96.0962612562,41.2858617648
81262,-95.975934678,41.2858956959
81263,-95.8556081771,41.2858165234
81658,-104.028850557,41.1230216423
81659,-103.909216606,41.1305024977
81660,-103.789557524,41.1378713407
81661,-103.669873683,41.1451281347
81662,-103.550165453,41.1522728429
81663,-103.430433208,41.1593054289
81664,-103.310677321,41.166225858
81665,-103.190898166,41.1730340951
81666,-103.071096115,41.1797301056
81667,-102.951271544,41.186313856
81668,-102.831424828,41.1927853124
81669,-102.71155634,41.1991444425
81670,-102.591666458,41.2053912146
81671,-102.471755557,41.2115255968
81672,-102.351824013,41.2175475578
81673,-102.231872203,41.223457067
81674,-102.111900503,41.2292540947
81675,-101.991909293,41.2349386117
81676,-101.87189895,41.2405105885
81677,-101.751869852,41.2459699975
81678,-101.631822378,41.2513168104
81679,-101.511756907,41.2565510001
81680,-101.391673817,41.2616725405
81681,-101.27157349,41.2666814051
81682,-101.151456303,41.2715775685
81683,-101.031322639,41.2763610056
81684,-100.911172877,41.2810316925
81685,-100.791007399,41.2855896048
81686,-100.670826587,41.2900347198
81687,-100.55063082,41.2943670143
81688,-100.430420482,41.2985864666
81689,-100.310195953,41.302693055
81690,-100.189957618,41.3066867585
81691,-100.069705857,41.3105675564
81692,-99.9494410549,41.3143354295
81693,-99.8291635938,41.3179903582
81694,-99.7088738579,41.3215323238
81695,-99.5885722305,41.324961308
81696,-99.4682590947,41.3282772933
81697,-99.3479348357,41.3314802633
81698,-99.2275998376,41.334570200899996
81699,-99.1072544838,41.3375470903
81700,-98.9868991599,41.3404109167
81701,-98.8665342508,41.3431616651
81702,-98.7461601416,41.3457993216
81703,-98.6257772171,41.3483238721
81704,-98.5053858632,41.3507353044
81705,-98.384986465,41.3530336057
81706,-98.2645794088,41.3552187645
81707,-98.1441650799,41.357290769
81708,-98.0237438647,41.3592496093
81709,-97.9033161493,41.361095275
81710,-97.7828823198,41.3628277563
81711,-97.6624427631,41.3644470446
81712,-97.5419978646,41.3659531316
81713,-97.4215480115,41.3673460097
81714,-97.3010935915,41.3686256715
81715,-97.1806349903,41.3697921102
81716,-97.060172595,41.3708453207
81717,-96.9397067924,41.3717852966
81718,-96.8192379701,41.3726120333
81719,-96.6987665145,41.3733255268
81720,-96.5782928134,41.3739257737
81721,-96.4578172531,41.37441277
81722,-96.3373402211,41.3747865142
81723,-96.2168621049,41.3750470032
81724,-96.0963832918,41.3751942367
81725,-95.9759041688,41.3752282138
82121,-104.038993602,41.2120219882
82122,-103.919209926,41.2195128589
82123,-103.799401025,41.2268915709
82124,-103.67956727,41.2341580873
82125,-103.559709035,41.2413123714
82126,-103.439826694,41.2483543865
82127,-103.319920621,41.2552840976
82128,-103.199991192,41.2621014689
82129,-103.080038781,41.2688064667
82130,-102.960063765,41.2753990563
82131,-102.840066519,41.2818792045
82132,-102.72004742,41.2882468782
82133,-102.600006845,41.2945020454
82134,-102.479945171,41.300644674
82135,-102.359862776,41.3066747331
82136,-102.239760038,41.3125921916
82137,-102.119637336,41.3183970199
82138,-101.999495049,41.3240891878
82139,-101.879333557,41.3296686663
82140,-101.759153239,41.3351354275
82141,-101.638954474,41.3404894433
82142,-101.518737644,41.345730686
82143,-101.398503129,41.350859129
82144,-101.27825131,41.3558747465
82145,-101.157982569,41.3607775125
82146,-101.037697288,41.3655674017
82147,-100.917395847,41.3702443899
82148,-100.797078631,41.3748084531
82149,-100.676746021,41.3792595679
82150,-100.556398401,41.3835977115
82151,-100.436036153,41.3878228614
82152,-100.315659662,41.3919349965
82153,-100.195269311,41.3959340952
82154,-100.074865485,41.3998201372
82155,-99.9544485667,41.4035931022
82156,-99.8340189414,41.4072529713
82157,-99.7135769944,41.4107997256
82158,-99.5931231107,41.4142333465
82159,-99.4726576757,41.4175538166
82160,-99.3521810739,41.4207611191
82161,-99.2316936922,41.4238552371
82162,-99.1111959159,41.4268361545
82163,-98.9906881317,41.4297038563
82164,-98.8701707262,41.432458328
82165,-98.7496440846,41.4350995549
82166,-98.6291085944,41.4376275234
82167,-98.5085646428,41.4400422209
82168,-98.3880126163,41.4423436343
82169,-98.2674529025,41.4445317526
82170,-98.1468858885,41.4466065638
82171,-98.0263119621,41.4485680575
82172,-97.9057315102,41.4504162235
82173,-97.7851449213,41.4521510522
82174,-97.6645525829,41.4537725345
82175,-97.5439548823,41.4552806625
82176,-97.4233522089,41.4566754283
82177,-97.3027449508,41.4579568244
82178,-97.1821334957,41.4591248441
82179,-97.0615182321,41.4601794821
82180,-96.9408995483,41.4611207322
82181,-96.8202778327,41.4619485897
82182,-96.6996534744,41.4626630505
82183,-96.5790268614,41.4632641109
82184,-96.4583983827,41.4637517676
82185,-96.3377684265,41.4641260182
82186,-96.2171373815,41.4643868608
82187,-96.0965056379,41.464534294
82188,-95.9758735828,41.4645683171
82189,-95.8552416053,41.4644889301
82584,-104.049162246,41.3010286032
82585,-103.929228473,41.3085295352
82586,-103.809269379,41.3159181616
82587,-103.689285337,41.3231944453
82588,-103.569276722,41.3303583492
82589,-103.449243911,41.3374098365
82590,-103.329187278,41.3443488723
82591,-103.2091072,41.3511754204
82592,-103.089004053,41.3578894465
82593,-102.968878215,41.3644909161
82594,-102.848730063,41.3709797959
82595,-102.728559975,41.3773560528
82596,-102.60836833,41.3836196535
82597,-102.488155506,41.389770567
82598,-102.367921882,41.3958087612
82599,-102.247667838,41.4017342061
82600,-102.127393754,41.4075468705
82601,-102.007100011,41.4132467248
82602,-101.88678699,41.4188337398
82603,-101.766455071,41.4243078873
82604,-101.646104636,41.429669139
82605,-101.525736066,41.4349174672
82606,-101.405349745,41.440052845
82607,-101.284946053,41.4450752464
82608,-101.164525376,41.4499846455
82609,-101.044088094,41.4547810163
82610,-100.923634593,41.4594643352
82611,-100.803165256,41.4640345776
82612,-100.682680466,41.46849172
82613,-100.562180609,41.4728357395
82614,-100.441666069,41.477066614
82615,-100.321137232,41.4811843213
82616,-100.200594481,41.4851888402
82617,-100.080038204,41.4890801502
82618,-99.9594687847,41.4928582311
82619,-99.8388866109,41.4965230634
82620,-99.718292068,41.5000746282
82621,-99.5976855429,41.5035129077
82622,-99.477067422,41.5068378834
82623,-99.3564380924,41.5100495381
82624,-99.2357979419,41.513147856
82625,-99.1151473571,41.5161328202
82626,-98.9944867259,41.5190044156
82627,-98.8738164363,41.5217626274
82628,-98.7531368762,41.5244074412
82629,-98.6324484337,41.5269388439
82630,-98.5117514971,41.5293568214
82631,-98.3910464553,41.5316613618
82632,-98.2703336964,41.533852453
82633,-98.1496136097,41.5359300837
82634,-98.028886584,41.5378942434
82635,-97.9081530082,41.5397449212
82636,-97.7874132719,41.5414821084
82637,-97.666667764,41.5431057948
82638,-97.5459168742,41.5446159731
82639,-97.425160992,41.5460126353
82640,-97.304400507,41.5472957737
82641,-97.1836358095,41.548465382
82642,-97.0628672889,41.549521454
82643,-96.9420953355,41.550463984
82644,-96.8213203385,41.5512929675
82645,-96.7005426884,41.5520084002
82646,-96.5797627751,41.5526102779
82647,-96.458980989,41.5530985979
82648,-96.3381977201,41.5534733576
82649,-96.2174133586,41.5537345553
82650,-96.0966282947,41.5538821891
82651,-95.9758429184,41.5539162581
83047,-104.059356586,41.3900417318
83048,-103.939272342,41.3975527712
83049,-103.81916268,41.4049513577
83050,-103.699027977,41.4122374536
83051,-103.578868608,41.4194110217
83052,-103.45868495,41.426472025
83053,-103.33847738,41.4334204282
83054,-103.218246276,41.4402561954
83055,-103.097992017,41.4469792916
83056,-102.977714979,41.4535896825
83057,-102.857415544,41.4600873339
83058,-102.737094088,41.4664722133
83059,-102.616750994,41.4727442873
83060,-102.49638664,41.4789035232
83061,-102.376001408,41.4849498909
83062,-102.255595678,41.4908833583
83063,-102.135169832,41.4967038951
83064,-102.014724252,41.5024114715
83065,-101.894259321,41.5080060579
83066,-101.773775419,41.5134876258
83067,-101.653272931,41.5188561469
83068,-101.53275224,41.5241115932
83069,-101.412213729,41.5292539381
83070,-101.291657783,41.5342831545
83071,-101.171084785,41.5391992173
83072,-101.050495121,41.5440021
83073,-100.929889175,41.548691779
83074,-100.809267332,41.5532682291
83075,-100.688629979,41.5577314273
83076,-100.5679775,41.5620813499
83077,-100.447310283,41.566317975
83078,-100.326628713,41.5704412805
83079,-100.205933178,41.5744512447
83080,-100.085224064,41.578347847
83081,-99.9645017582,41.5821310676
83082,-99.843766649,41.585800886
83083,-99.7230191238,41.5893572844
83084,-99.6022595705,41.5928002432
83085,-99.481488377,41.5961297454
83086,-99.3607059325,41.5993457731
83087,-99.2399126253,41.6024483101
83088,-99.1191088446,41.6054373397
83089,-98.9982949784,41.6083128467
83090,-98.8774714173,41.6110748163
83091,-98.7566385501,41.613723234
83092,-98.6357967668,41.6162580861
83093,-98.5149464571,41.618679359
83094,-98.3940880109,41.6209870408
83095,-98.2732218183,41.6231811193
83096,-98.1523482701,41.6252615823
83097,-98.0314677559,41.62722842
83098,-97.9105806669,41.6290816217
83099,-97.7896873938,41.6308211779
83100,-97.6687883273,41.632447079
83101,-97.5478838584,41.6339593174
83102,-97.4269743775,41.6353578843
83103,-97.3060602761,41.6366427735
83104,-97.1851419464,41.6378139776
83105,-97.0642197792,41.6388714901
83106,-96.9432941657,41.6398153065
83107,-96.8223654975,41.640645421
83108,-96.7014341655,41.6413618299
83109,-96.5805005621,41.6419645288
83110,-96.4595650786,41.6424535154
83111,-96.3386281063,41.6428287864
83112,-96.2176900374,41.6430903405
83113,-96.0967512634,41.6432381757
83510,-104.069576718,41.4790616197
83511,-103.949341628,41.486582813
83512,-103.829081024,41.4939914058
83513,-103.708795283,41.501287359
83514,-103.588484782,41.508470636
83515,-103.468149901,41.5155411993
83516,-103.347791016,41.5224990134
83517,-103.227408509,41.5293440419
83518,-103.107002758,41.5360762503
83519,-102.986574142,41.5426956035
83520,-102.866123043,41.5492020674
83521,-102.745649841,41.5555956089
83522,-102.625154917,41.5618761947
83523,-102.504638653,41.5680437925
83524,-102.384101432,41.5740983709
83525,-102.263543634,41.5800398981
83526,-102.142965644,41.585868344
83527,-102.022367845,41.591583678
83528,-101.90175062,41.5971858708
83529,-101.781114354,41.6026748936
83530,-101.660459431,41.6080507178
83531,-101.539786234,41.6133133149
83532,-101.41909515,41.6184626592
83533,-101.298386564,41.6234987224
83534,-101.177660862,41.6284214795
83535,-101.05691843,41.6332309047
83536,-100.936159653,41.6379269729
83537,-100.81538492,41.6425096598
83538,-100.694594616,41.6469789417
83539,-100.57378913,41.6513347948
83540,-100.452968849,41.6555771973
83541,-100.332134161,41.6597061268
83542,-100.211285454,41.6637215616
83543,-100.090423116,41.6676234809
83544,-99.9695475361,41.6714118648
83545,-99.8486591035,41.6750866928
83546,-99.7277582076,41.6786479467
83547,-99.6068452378,41.6820956073
83548,-99.485920584,41.6854296566
83549,-99.3649846353,41.6886500774
83550,-99.2440377828,41.6917568532
83551,-99.1230804165,41.6947499672
83552,-99.0021129269,41.6976294041
83553,-98.8811357043,41.700395149
83554,-98.7601491408,41.703047187
83555,-98.6391536265,41.7055855046
83556,-98.5181495534,41.7080100888
83557,-98.3971373128,41.7103209264
83558,-98.2761172963,41.7125180055
83559,-98.1550898957,41.7146013144
83560,-98.0340555027,41.7165708426
83561,-97.9130145096,41.7184265798
83562,-97.7919673089,41.7201685161
83563,-97.6709142929,41.721796642
83564,-97.5498558535,41.72331095
83565,-97.4287923831,41.7247114311
83566,-97.3077242744,41.7259980786
83567,-97.1866519214,41.7271708858
83568,-97.065575716,41.728229846
83569,-96.9444960508,41.7291749544
83570,-96.8234133192,41.7300062054
83571,-96.7023279145,41.7307235948
83572,-96.581240229,41.7313271191
83573,-96.4601506564,41.731816775
83574,-96.3390595893,41.7321925599
83575,-96.2179674212,41.7324544723
83576,-96.0968745457,41.7326025097
83973,-104.079822742,41.5680885142
83974,-103.959436428,41.5756199086
83975,-103.839024504,41.5830385534
83976,-103.718587347,41.5903444099
83977,-103.598125338,41.5975374404
83978,-103.477638854,41.604617608
83979,-103.357128276,41.6115848761
83980,-103.236593986,41.6184392093
83981,-103.116036363,41.6251805716
83982,-102.995455788,41.6318089285
83983,-102.874852645,41.6383242456
83984,-102.754227315,41.6447264895
83985,-102.63358018,41.6510156269
83986,-102.512911625,41.6571916246
83987,-102.392222031,41.663254452
83988,-102.271511783,41.6692040766
83989,-102.150781266,41.6750404678
83990,-102.030030864,41.6807635957
83991,-101.909260962,41.6863734299
83992,-101.788471947,41.691869942
83993,-101.667664202,41.6972531029
83994,-101.546838115,41.7025228847
83995,-101.425994073,41.7076792605
83996,-101.305132462,41.7127222026
83997,-101.184253669,41.7176516851
83998,-101.063358082,41.7224676827
83999,-100.942446089,41.7271701699
84000,-100.821518078,41.7317591226
84001,-100.700574437,41.7362345163
84002,-100.579615556,41.7405963277
84003,-100.458641823,41.7448445342
84004,-100.337653627,41.7489791141
84005,-100.21665136,41.7530000449
84006,-100.095635409,41.7569073058
84007,-99.9746061663,41.760700877
84008,-99.8535640217,41.764380738
84009,-99.7325093659,41.7679468699
84010,-99.6114425897,41.7713992541
84011,-99.4903640847,41.7747378718
84012,-99.3692742423,41.7779627064
84013,-99.2481734538,41.7810737406
84014,-99.1270621113,41.7840709577
84015,-99.005940607,41.7869543429
84016,-98.884809333,41.7897238806
84017,-98.7636686812,41.7923795559
84018,-98.6425190453,41.7949213555
84019,-98.5213608175,41.7973492659
84020,-98.4001943906,41.7996632739
84021,-98.279020158,41.8018633677
84022,-98.1578385136,41.8039495357
84023,-98.03664985,41.8059217672
84024,-97.9154545608,41.8077800517
84025,-97.7942530401,41.8095243789
84026,-97.6730456819,41.8111547402
84027,-97.5518328795,41.8126711273
84028,-97.4306150266,41.8140735314
84029,-97.3093925181,41.8153619456
84030,-97.1881657487,41.8165363635
84031,-97.066935112,41.817596778
84032,-96.9457010026,41.8185431842
84033,-96.824463815,41.8193755769
84034,-96.7032239438,41.8200939519
84035,-96.5819817833,41.8206983052
84036,-96.4607377284,41.8211886336
84037,-96.3394921736,41.8215649348
84038,-96.2182455135,41.8218272068
84039,-96.0969981429,41.8219754477
84436,-104.090094754,41.6571226637
84437,-103.96955684,41.6646643065
84438,-103.848993217,41.6720930496
84439,-103.728404266,41.679408855
84440,-103.607790367,41.6866116842
84441,-103.487151901,41.6937015002
84442,-103.36648925,41.7006782665
84443,-103.245802795,41.707541947
84444,-103.125092919,41.714292506
84445,-103.004360004,41.7209299082
84446,-102.883604435,41.7274541195
84447,-102.762826593,41.733865106
84448,-102.642026865,41.7401628343
84449,-102.521205633,41.7463472716
84450,-102.400363284,41.752418386
84451,-102.279500201,41.7583761454
84452,-102.158616772,41.7642205191
84453,-102.037713382,41.7699514769
84454,-101.916790419,41.7755689881
84455,-101.795848267,41.7810730241
84456,-101.674887316,41.786463556
84457,-101.553907953,41.7917405558
84458,-101.432910565,41.7969039957
84459,-101.311895541,41.8019538485
84460,-101.19086327,41.806890088
84461,-101.069814141,41.8117126886
84462,-100.948748543,41.8164216246
84463,-100.827666865,41.821016872
84464,-100.706569498,41.825498406
84465,-100.585456832,41.8298662032
84466,-100.464329258,41.8341202411
84467,-100.343187166,41.8382604973
84468,-100.222030948,41.8422869497
84469,-100.100860995,41.8461995775
84470,-99.9796776984,41.8499983599
84471,-99.8584814505,41.8536832773
84472,-99.737272644,41.8572543101
84473,-99.6160516704,41.8607114396
84474,-99.4948189233,41.8640546471
84475,-99.3735747955,41.8672839158
84476,-99.2523196791,41.8703992283
84477,-99.1310539684,41.8734005682
84478,-99.0097780571,41.8762879198
84479,-98.8884923386,41.8790612677
84480,-98.7671972068,41.8817205973
84481,-98.6458930558,41.8842658949
84482,-98.5245802802,41.8866971468
84483,-98.4032592741,41.8890143403
84484,-98.2819304328,41.8912174632
84485,-98.1605941504,41.8933065035
84486,-98.0392508226,41.8952814508
84487,-97.9179008434,41.8971422943
84488,-97.7965446091,41.8988890241
84489,-97.6751825144,41.9005216311
84490,-97.5538149547,41.902040107
84491,-97.4324423257,41.903444443
84492,-97.3110650232,41.9047346324
84493,-97.1896834428,41.9059106678
84494,-97.0682979809,41.9069725437
84495,-96.9469090329,41.907920254
84496,-96.8255169947,41.9087537936
84497,-96.7041222621,41.9094731586
84498,-96.5827252321,41.9100783447
84499,-96.4613263001,41.9105693489
84500,-96.3399258628,41.9109461686
84501,-96.2185243157,41.9112088022
84502,-96.0971220554,41.9113572474
84899,-104.100392855,41.746164317
84900,-103.97970296,41.7537162558
84901,-103.858987258,41.7611551441
84902,-103.738246132,41.7684809443
84903,-103.617479963,41.7756936177
84904,-103.496689134,41.7827931268
84905,-103.375874026,41.7897794356
84906,-103.255035025,41.7966525068
84907,-103.134172513,41.8034123047
84908,-103.013286875,41.8100587946
84909,-102.892378496,41.8165919414
84910,-102.771447759,41.8230117113
84911,-102.650495052,41.8293180702
84912,-102.52952076,41.835510986
84913,-102.40852527,41.841590426
84914,-102.287508967,41.847556358
84915,-102.166472239,41.8534087512
84916,-102.045415475,41.8591475754
84917,-101.924339062,41.8647727993
84918,-101.803243388,41.8702843946
84919,-101.682128843,41.8756823316
84920,-101.560995815,41.8809665826
84921,-101.439844693,41.8861371195
84922,-101.318675868,41.891193915
84923,-101.19748973,41.8961369431
84924,-101.076286669,41.9009661773
84925,-100.955067076,41.9056815924
84926,-100.833831342,41.9102831637
84927,-100.712579858,41.9147708667
84928,-100.591313017,41.9191446776
84929,-100.470031211,41.9234045742
84930,-100.348734832,41.9275505329
84931,-100.227424272,41.9315825329
84932,-100.106099924,41.9355005522
84933,-99.9847621818,41.9393045705
84934,-99.8634114392,41.9429945676
84935,-99.742048089,41.9465705242
84936,-99.6206725256,41.9500324209
84937,-99.499285143,41.9533802398
84938,-99.3778863359,41.9566139633
84939,-99.2564764987,41.9597335741
84940,-99.1350560266,41.9627390559
84941,-99.0136253145,41.9656303922
84942,-98.8921847577,41.9684075682
84943,-98.7707347511,41.9710705694
84944,-98.6492756911,41.9736193813
84945,-98.5278079729,41.9760539905
84946,-98.4063319931,41.9783743844
84947,-98.2848481477,41.9805805502
84948,-98.163356833,41.9826724764
84949,-98.0418584454,41.984650152
84950,-97.9203533817,41.9865135668
84951,-97.7988420379,41.9882627101
84952,-97.6773248115,41.9898975731
84953,-97.5558020996,41.9914181475
84954,-97.4342742986,41.9928244245
84955,-97.3127418056,41.9941163973
84956,-97.191205019,41.9952940584
84957,-97.0696643357,41.9963574022
84958,-96.9481201533,41.9973064227
84959,-96.8265728683,41.9981411147
84960,-96.7050228788,41.9988614741
84961,-96.583470583,41.9994674972
84962,-96.4619163779,41.9999591803
84963,-96.3403606615,42.000336521
84964,-96.2188038313,42.0005995175
84965,-96.0972462851,42.000748168
85362,-104.110717142,41.8352137256
85363,-103.989874886,41.8427760075
85364,-103.869006724,41.8502250883
85365,-103.748113041,41.8575609298
85366,-103.627194219,41.864783493
85367,-103.506250644,41.8718927406
85368,-103.385282698,41.8788886353
85369,-103.264290766,41.8857711411
85370,-103.143275234,41.8925402211
85371,-103.022236488,41.8991958405
85372,-102.901174913,41.9057379643
85373,-102.780090896,41.9121665584
85374,-102.658984825,41.9184815886
85375,-102.537857086,41.9246830221
85376,-102.416708067,41.9307708261
85377,-102.295538156,41.936744969
85378,-102.174347743,41.9426054192
85379,-102.053137216,41.9483521459
85380,-101.931906965,41.9539851186
85381,-101.810657381,41.9595043082
85382,-101.689388852,41.964909685
85383,-101.56810177,41.9702012211
85384,-101.446796525,41.975378888
85385,-101.325473508,41.9804426586
85386,-101.204133112,41.9853925068
85387,-101.082775728,41.9902284058
85388,-100.96140175,41.9949503298
85389,-100.840011567,41.9995582544
85390,-100.718605576,42.0040521555
85391,-100.597184168,42.0084320079
85392,-100.475747737,42.0126977903
85393,-100.354296678,42.0168494788
85394,-100.232831383,42.0208870518
