FID_NAbat_,CONUS_10KM
262.0,76628.0
609.0,79838.0
750.0,80784.0
1223.0,84021.0
25.0,74766.0
1286.0,84480.0
960.0,82177.0
611.0,79840.0
1284.0,84478.0
191.0,76150.0
681.0,80319.0
184.0,76143.0
680.0,80318.0
137.0,75689.0
1225.0,84023.0
1345.0,84935.0
632.0,79861.0
825.0,81253.0
422.0,78012.0
305.0,77079.0
528.0,78937.0
140.0,75692.0
197.0,76156.0
524.0,78933.0
416.0,78006.0
351.0,77533.0
518.0,78927.0
405.0,77995.0
258.0,76624.0
248.0,76614.0
141.0,75693.0
367.0,77549.0
515.0,78924.0
244.0,76610.0
454.0,78453.0
751.0,80785.0
581.0,79400.0
634.0,79863.0
253.0,76619.0
522.0,78931.0
142.0,75694.0
360.0,77542.0
523.0,78932.0
143.0,75695.0
398.0,77988.0
353.0,77535.0
517.0,78926.0
357.0,77539.0
455.0,78454.0
456.0,78455.0
688.0,80326.0
628.0,79857.0
574.0,79393.0
303.0,77077.0
415.0,78005.0
468.0,78467.0
578.0,79397.0
579.0,79398.0
823.0,81251.0
636.0,79865.0
417.0,78007.0
311.0,77085.0
299.0,77073.0
296.0,77070.0
400.0,77990.0
129.0,75681.0
404.0,77994.0
453.0,78452.0
631.0,79860.0
186.0,76145.0
519.0,78928.0
756.0,80790.0
128.0,75680.0
630.0,79859.0
235.0,76601.0
530.0,78939.0
477.0,78476.0
1504.0,85888.0
462.0,78461.0
411.0,78001.0
181.0,76140.0
187.0,76146.0
359.0,77541.0
572.0,79391.0
240.0,76606.0
130.0,75682.0
348.0,77530.0
345.0,77527.0
406.0,77996.0
573.0,79392.0
252.0,76618.0
82.0,75228.0
368.0,77550.0
310.0,77084.0
138.0,75690.0
251.0,76617.0
366.0,77548.0
347.0,77529.0
452.0,78451.0
343.0,77525.0
255.0,76621.0
420.0,78010.0
307.0,77081.0
301.0,77075.0
461.0,78460.0
822.0,81250.0
413.0,78003.0
127.0,75679.0
472.0,78471.0
690.0,80328.0
85.0,75231.0
249.0,76615.0
306.0,77080.0
473.0,78472.0
239.0,76605.0
243.0,76609.0
242.0,76608.0
200.0,76159.0
752.0,80786.0
626.0,79855.0
521.0,78930.0
410.0,78e3
291.0,77065.0
183.0,76142.0
199.0,76158.0
584.0,79403.0
313.0,77087.0
352.0,77534.0
236.0,76602.0
237.0,76603.0
457.0,78456.0
576.0,79395.0
629.0,79858.0
185.0,76144.0
292.0,77066.0
350.0,77532.0
575.0,79394.0
529.0,78938.0
295.0,77069.0
583.0,79402.0
686.0,80324.0
304.0,77078.0
516.0,78925.0
294.0,77068.0
570.0,79389.0
451.0,78450.0
580.0,79399.0
364.0,77546.0
687.0,80325.0
470.0,78469.0
302.0,77076.0
526.0,78935.0
182.0,76141.0
290.0,77064.0
684.0,80322.0
194.0,76153.0
198.0,76157.0
139.0,75691.0
664.0,80302.0
300.0,77074.0
1374.0,84964.0
1239.0,84037.0
1143.0,83545.0
808.0,81236.0
1151.0,83553.0
510.0,78919.0
1367.0,84957.0
1606.0,86788.0
1274.0,84468.0
1021.0,82632.0
1089.0,83095.0
1357.0,84947.0
695.0,80333.0
512.0,78921.0
1280.0,84474.0
89.0,75235.0
615.0,79844.0
1011.0,82622.0
1016.0,82627.0
613.0,79842.0
88.0,75234.0
1220.0,84018.0
1142.0,83544.0
968.0,82185.0
1101.0,83107.0
1092.0,83098.0
1076.0,83082.0
122.0,75674.0
739.0,80773.0
396.0,77986.0
1435.0,85421.0
1094.0,83100.0
449.0,78448.0
77.0,75223.0
1152.0,83554.0
1008.0,82619.0
1010.0,82621.0
667.0,80305.0
61.0,75207.0
80.0,75226.0
179.0,76138.0
1414.0,85400.0
1159.0,83561.0
956.0,82173.0
1024.0,82635.0
508.0,78917.0
1235.0,84033.0
73.0,75219.0
763.0,80797.0
370.0,77552.0
1213.0,84011.0
801.0,81229.0
1038.0,82649.0
503.0,78912.0
1028.0,82639.0
1029.0,82640.0
1164.0,83566.0
969.0,82186.0
506.0,78915.0
559.0,79378.0
1104.0,83110.0
623.0,79852.0
1287.0,84481.0
514.0,78923.0
958.0,82175.0
1221.0,84019.0
1564.0,86347.0
1231.0,84029.0
1293.0,84487.0
663.0,80301.0
1163.0,83565.0
1088.0,83094.0
32.0,74773.0
1605.0,86787.0
1153.0,83555.0
1559.0,86342.0
826.0,81254.0
1012.0,82623.0
672.0,80310.0
963.0,82180.0
828.0,81256.0
1212.0,84010.0
257.0,76623.0
1301.0,84495.0
1439.0,85425.0
1173.0,83575.0
315.0,77089.0
945.0,82162.0
509.0,78918.0
513.0,78922.0
1276.0,84470.0
399.0,77989.0
1562.0,86345.0
148.0,75700.0
1166.0,83568.0
479.0,78478.0
1096.0,83102.0
746.0,80780.0
588.0,79407.0
666.0,80304.0
962.0,82179.0
1292.0,84486.0
1282.0,84476.0
287.0,77061.0
817.0,81245.0
1161.0,83563.0
27.0,74768.0
362.0,77544.0
354.0,77536.0
569.0,79388.0
1343.0,84933.0
401.0,77991.0
241.0,76607.0
582.0,79401.0
414.0,78004.0
520.0,78929.0
419.0,78009.0
254.0,76620.0
298.0,77072.0
459.0,78458.0
755.0,80789.0
297.0,77071.0
402.0,77992.0
689.0,80327.0
458.0,78457.0
358.0,77540.0
188.0,76147.0
308.0,77082.0
363.0,77545.0
476.0,78475.0
625.0,79854.0
312.0,77086.0
195.0,76154.0
753.0,80787.0
365.0,77547.0
192.0,76151.0
309.0,77083.0
571.0,79390.0
355.0,77537.0
475.0,78474.0
418.0,78008.0
463.0,78462.0
525.0,78934.0
193.0,76152.0
196.0,76155.0
1102.0,83108.0
147.0,75699.0
1232.0,84030.0
869.0,81691.0
1502.0,85886.0
896.0,81718.0
1294.0,84488.0
563.0,79382.0
177.0,76136.0
478.0,78477.0
1097.0,83103.0
1170.0,83572.0
190.0,76149.0
558.0,79377.0
1561.0,86344.0
1227.0,84025.0
1210.0,84008.0
1026.0,82637.0
608.0,79837.0
342.0,77524.0
1105.0,83111.0
1222.0,84020.0
1234.0,84032.0
535.0,78944.0
622.0,79851.0
1492.0,85876.0
1095.0,83101.0
798.0,81226.0
1366.0,84956.0
1167.0,83569.0
610.0,79839.0
1015.0,82626.0
234.0,76600.0
942.0,82159.0
729.0,80763.0
531.0,78940.0
1160.0,83562.0
1415.0,85401.0
1431.0,85417.0
1233.0,84031.0
1032.0,82643.0
466.0,78465.0
465.0,78464.0
469.0,78468.0
474.0,78473.0
421.0,78011.0
754.0,80788.0
635.0,79864.0
464.0,78463.0
1030.0,82641.0
633.0,79862.0
824.0,81252.0
250.0,76616.0
412.0,78002.0
467.0,78466.0
527.0,78936.0
346.0,77528.0
757.0,80791.0
238.0,76604.0
356.0,77538.0
460.0,78459.0
450.0,78449.0
1434.0,85420.0
1238.0,84036.0
1303.0,84497.0
1099.0,83105.0
760.0,80794.0
678.0,80316.0
1014.0,82625.0
1480.0,85864.0
1413.0,85399.0
1369.0,84959.0
961.0,82178.0
1371.0,84961.0
1565.0,86348.0
1031.0,82642.0
1560.0,86343.0
1541.0,86324.0
256.0,76622.0
761.0,80795.0
407.0,77997.0
624.0,79853.0
409.0,77999.0
408.0,77998.0
577.0,79396.0
349.0,77531.0
403.0,77993.0
471.0,78470.0
685.0,80323.0
293.0,77067.0
1077.0,83083.0
1033.0,82644.0
696.0,80334.0
1171.0,83573.0
1162.0,83564.0
1300.0,84494.0
901.0,81723.0
1306.0,84500.0
1240.0,84038.0
1563.0,86346.0
1229.0,84027.0
1342.0,84932.0
361.0,77543.0
1140.0,83542.0
1307.0,84501.0
693.0,80331.0
1093.0,83099.0
1412.0,85398.0
1501.0,85885.0
692.0,80330.0
1296.0,84490.0
2060.0,90473.0
1850.0,88632.0
1727.0,87707.0
1911.0,89096.0
1768.0,88148.0
1905.0,89090.0
2021.0,90018.0
1771.0,88151.0
2059.0,90472.0
1832.0,88614.0
1956.0,89545.0
2046.0,90459.0
1724.0,87704.0
1778.0,88158.0
1839.0,88621.0
2023.0,90020.0
1969.0,89558.0
2096.0,90928.0
1784.0,88164.0
1780.0,88160.0
2045.0,90458.0
2014.0,90011.0
1851.0,88633.0
2093.0,90925.0
2061.0,90474.0
1713.0,87693.0
2094.0,90926.0
1968.0,89557.0
1726.0,87706.0
1717.0,87697.0
1951.0,89540.0
1782.0,88162.0
2109.0,91384.0
1902.0,89087.0
1716.0,87696.0
2066.0,90479.0
1844.0,88626.0
1958.0,89547.0
1790.0,88170.0
2068.0,90481.0
1774.0,88154.0
1786.0,88166.0
1899.0,89084.0
2062.0,90475.0
2002.0,89999.0
2058.0,90471.0
1894.0,89079.0
1787.0,88167.0
1962.0,89551.0
1903.0,89088.0
1783.0,88163.0
2047.0,90460.0
1767.0,88147.0
1897.0,89082.0
1785.0,88165.0
2016.0,90013.0
2091.0,90923.0
1890.0,89075.0
1895.0,89080.0
1849.0,88631.0
2053.0,90466.0
1788.0,88168.0
2069.0,90482.0
1960.0,89549.0
2092.0,90924.0
1843.0,88625.0
1954.0,89543.0
1781.0,88161.0
1840.0,88622.0
2111.0,91386.0
2095.0,90927.0
2015.0,90012.0
2052.0,90465.0
1714.0,87694.0
1896.0,89081.0
1837.0,88619.0
1719.0,87699.0
2112.0,91387.0
2019.0,90016.0
1835.0,88617.0
2020.0,90017.0
1841.0,88623.0
1845.0,88627.0
1770.0,88150.0
1789.0,88169.0
1773.0,88153.0
1904.0,89089.0
2089.0,90921.0
1848.0,88630.0
1720.0,87700.0
1777.0,88157.0
2104.0,90936.0
2113.0,91388.0
1883.0,89068.0
1900.0,89085.0
1846.0,88628.0
1910.0,89095.0
1776.0,88156.0
2049.0,90462.0
2054.0,90467.0
1715.0,87695.0
2004.0,90001.0
1779.0,88159.0
2097.0,90929.0
2090.0,90922.0
1831.0,88613.0
2057.0,90470.0
1830.0,88612.0
1718.0,87698.0
2010.0,90007.0
1828.0,88610.0
2070.0,90483.0
2064.0,90477.0
2048.0,90461.0
1967.0,89556.0
2065.0,90478.0
1901.0,89086.0
2056.0,90469.0
2012.0,90009.0
2071.0,90484.0
1898.0,89083.0
1842.0,88624.0
2087.0,90919.0
1722.0,87702.0
1957.0,89546.0
2011.0,90008.0
1838.0,88620.0
1772.0,88152.0
2003.0,9e4
1907.0,89092.0
1961.0,89550.0
2063.0,90476.0
1947.0,89536.0
2067.0,90480.0
1769.0,88149.0
1836.0,88618.0
1823.0,88605.0
1824.0,88606.0
1966.0,89555.0
2050.0,90463.0
2105.0,90937.0
1723.0,87703.0
1885.0,89070.0
1725.0,87705.0
1946.0,89535.0
1893.0,89078.0
1775.0,88155.0
1833.0,88615.0
1943.0,89532.0
1955.0,89544.0
2001.0,89998.0
1965.0,89554.0
2017.0,90014.0
2108.0,91383.0
2102.0,90934.0
2025.0,90022.0
1882.0,89067.0
2013.0,90010.0
2110.0,91385.0
1834.0,88616.0
2006.0,90003.0
1941.0,89530.0
2051.0,90464.0
1847.0,88629.0
1970.0,89559.0
1964.0,89553.0
1888.0,89073.0
2088.0,90920.0
2024.0,90021.0
2e3,89997.0
2018.0,90015.0
1765.0,88145.0
2098.0,90930.0
2072.0,90485.0
2005.0,90002.0
1948.0,89537.0
1963.0,89552.0
1766.0,88146.0
2103.0,90935.0
1953.0,89542.0
1721.0,87701.0
2099.0,90931.0
1764.0,88144.0
2055.0,90468.0
2009.0,90006.0
1891.0,89076.0
1889.0,89074.0
1952.0,89541.0
2022.0,90019.0
1959.0,89548.0
1892.0,89077.0
1999.0,89996.0
1909.0,89094.0
1827.0,88609.0
1949.0,89538.0
2043.0,90456.0
1998.0,89995.0
2044.0,90457.0
1942.0,89531.0
2101.0,90933.0
1906.0,89091.0
1822.0,88604.0
2007.0,90004.0
1996.0,89993.0
1761.0,88141.0
1826.0,88608.0
1829.0,88611.0
1763.0,88143.0
2106.0,90938.0
1884.0,89069.0
1887.0,89072.0
2100.0,90932.0
1825.0,88607.0
2008.0,90005.0
1908.0,89093.0
1997.0,89994.0
1762.0,88142.0
1886.0,89071.0
1944.0,89533.0
1950.0,89539.0
1945.0,89534.0
2107.0,90939.0
1676.0,87257.0
1737.0,87717.0
1799.0,88179.0
1736.0,87716.0
1729.0,87709.0
1675.0,87256.0
1678.0,87259.0
2042.0,90039.0
1798.0,88178.0
2081.0,90494.0
1680.0,87261.0
1862.0,88644.0
1871.0,88653.0
2031.0,90028.0
1730.0,87710.0
1813.0,88193.0
1677.0,87258.0
1800.0,88180.0
1792.0,88172.0
1673.0,87254.0
1794.0,88174.0
2040.0,90037.0
1928.0,89113.0
1861.0,88643.0
1674.0,87255.0
1739.0,87719.0
1881.0,88663.0
2033.0,90030.0
1876.0,88658.0
1984.0,89573.0
2030.0,90027.0
1870.0,88652.0
1937.0,89122.0
1801.0,88181.0
1932.0,89117.0
1935.0,89120.0
1731.0,87711.0
1738.0,87718.0
1853.0,88635.0
1817.0,88197.0
1875.0,88657.0
1748.0,87728.0
1685.0,87266.0
1978.0,89567.0
1681.0,87262.0
1749.0,87729.0
1872.0,88654.0
1921.0,89106.0
1732.0,87712.0
1753.0,87733.0
2041.0,90038.0
1926.0,89111.0
1809.0,88189.0
1735.0,87715.0
1977.0,89566.0
1752.0,87732.0
1988.0,89577.0
1989.0,89578.0
1981.0,89570.0
2078.0,90491.0
1750.0,87730.0
1758.0,87738.0
1821.0,88201.0
1695.0,87276.0
1740.0,87720.0
1917.0,89102.0
1808.0,88188.0
1873.0,88655.0
1972.0,89561.0
1759.0,87739.0
1982.0,89571.0
2080.0,90493.0
1939.0,89124.0
1931.0,89116.0
2038.0,90035.0
1745.0,87725.0
1682.0,87263.0
1929.0,89114.0
1983.0,89572.0
1924.0,89109.0
1980.0,89569.0
2076.0,90489.0
1804.0,88184.0
1922.0,89107.0
1918.0,89103.0
1696.0,87277.0
2034.0,90031.0
1995.0,89586.0
1857.0,88639.0
1743.0,87723.0
1913.0,89098.0
1694.0,87275.0
1994.0,89585.0
1802.0,88182.0
1934.0,89119.0
1679.0,87260.0
1987.0,89576.0
2028.0,90025.0
1747.0,87727.0
1741.0,87721.0
1692.0,87273.0
1746.0,87726.0
1914.0,89099.0
2032.0,90029.0
1744.0,87724.0
1865.0,88647.0
1810.0,88190.0
1927.0,89112.0
1811.0,88191.0
1880.0,88662.0
1863.0,88645.0
1993.0,89584.0
2037.0,90034.0
1925.0,89110.0
1684.0,87265.0
1818.0,88198.0
1795.0,88175.0
1683.0,87264.0
1814.0,88194.0
1755.0,87735.0
1973.0,89562.0
1697.0,87278.0
1930.0,89115.0
1760.0,87740.0
1985.0,89574.0
1877.0,88659.0
1856.0,88638.0
1938.0,89123.0
1632.0,86814.0
1816.0,88196.0
1757.0,87737.0
1923.0,89108.0
1690.0,87271.0
2035.0,90032.0
2039.0,90036.0
1806.0,88186.0
1867.0,88649.0
1990.0,89581.0
1687.0,87268.0
1633.0,86815.0
1693.0,87274.0
1879.0,88661.0
1689.0,87270.0
1940.0,89125.0
1803.0,88183.0
2075.0,90488.0
1874.0,88656.0
1933.0,89118.0
2083.0,90496.0
1793.0,88173.0
2074.0,90487.0
1866.0,88648.0
1819.0,88199.0
1878.0,88660.0
1820.0,88200.0
1860.0,88642.0
1805.0,88185.0
2082.0,90495.0
1920.0,89105.0
1868.0,88650.0
1979.0,89568.0
1976.0,89565.0
1858.0,88640.0
1756.0,87736.0
1797.0,88177.0
1742.0,87722.0
2029.0,90026.0
1855.0,88637.0
1812.0,88192.0
1734.0,87714.0
1815.0,88195.0
1733.0,87713.0
1986.0,89575.0
1936.0,89121.0
1864.0,88646.0
1919.0,89104.0
1688.0,87269.0
1796.0,88176.0
2084.0,90497.0
1916.0,89101.0
1751.0,87731.0
1869.0,88651.0
1754.0,87734.0
2027.0,90024.0
1854.0,88636.0
1974.0,89563.0
2036.0,90033.0
1691.0,87272.0
1915.0,89100.0
1807.0,88187.0
1686.0,87267.0
1859.0,88641.0
2079.0,90492.0
2086.0,90499.0
1975.0,89564.0
1991.0,89582.0
1992.0,89583.0
2085.0,90498.0
2077.0,90490.0
43.0,74784.0
323.0,77097.0
269.0,76635.0
40.0,74781.0
321.0,77095.0
376.0,77558.0
98.0,75244.0
213.0,76172.0
153.0,75705.0
430.0,78020.0
99.0,75245.0
834.0,81262.0
100.0,75246.0
699.0,80337.0
538.0,78947.0
432.0,78022.0
539.0,78948.0
375.0,77557.0
209.0,76168.0
210.0,76169.0
38.0,74779.0
96.0,75242.0
156.0,75708.0
158.0,75710.0
431.0,78021.0
102.0,75248.0
645.0,79874.0
379.0,77561.0
537.0,78946.0
766.0,80800.0
377.0,77559.0
101.0,75247.0
322.0,77096.0
765.0,80799.0
42.0,74783.0
644.0,79873.0
486.0,78485.0
39.0,74780.0
154.0,75706.0
378.0,77560.0
324.0,77098.0
41.0,74782.0
44.0,74785.0
157.0,75709.0
268.0,76634.0
903.0,81725.0
835.0,81263.0
971.0,82188.0
265.0,76631.0
266.0,76632.0
698.0,80336.0
211.0,76170.0
1040.0,82651.0
972.0,82189.0
267.0,76633.0
97.0,75243.0
214.0,76173.0
155.0,75707.0
591.0,79410.0
320.0,77094.0
212.0,76171.0
592.0,79411.0
484.0,78483.0
485.0,78484.0
45.0,74786.0
433.0,78023.0
1654.0,87235.0
1655.0,87236.0
1600.0,86782.0
48.0,75194.0
1652.0,87233.0
1071.0,83077.0
1003.0,82614.0
1138.0,83540.0
1660.0,87241.0
1648.0,87229.0
1664.0,87245.0
1703.0,87683.0
51.0,75197.0
173.0,76132.0
934.0,82151.0
1657.0,87238.0
1663.0,87244.0
1661.0,87242.0
1662.0,87243.0
1205.0,84003.0
1651.0,87232.0
661.0,80299.0
1709.0,87689.0
284.0,77058.0
339.0,77521.0
1711.0,87691.0
866.0,81688.0
60.0,75206.0
1653.0,87234.0
1706.0,87686.0
1536.0,86319.0
1705.0,87685.0
52.0,75198.0
1704.0,87684.0
1650.0,87231.0
49.0,75195.0
1658.0,87239.0
554.0,79373.0
1407.0,85393.0
117.0,75669.0
728.0,80762.0
50.0,75196.0
1656.0,87237.0
501.0,78910.0
229.0,76595.0
1701.0,87681.0
1707.0,87687.0
797.0,81225.0
448.0,78447.0
1698.0,87678.0
394.0,77984.0
47.0,75193.0
1659.0,87240.0
1700.0,87680.0
1472.0,85856.0
607.0,79836.0
1649.0,87230.0
1708.0,87688.0
1340.0,84930.0
1699.0,87679.0
1710.0,87690.0
46.0,75192.0
1702.0,87682.0
1206.0,84004.0
1273.0,84467.0
1.0,74742.0
1614.0,86796.0
15.0,74756.0
1613.0,86795.0
1616.0,86798.0
1615.0,86797.0
1608.0,86790.0
1612.0,86794.0
264.0,76630.0
319.0,77093.0
17.0,74758.0
5.0,74746.0
1622.0,86804.0
14.0,74755.0
1611.0,86793.0
1609.0,86791.0
429.0,78019.0
208.0,76167.0
1625.0,86807.0
1569.0,86352.0
1568.0,86351.0
1667.0,87248.0
16.0,74757.0
13.0,74754.0
483.0,78482.0
1610.0,86792.0
4.0,74745.0
10.0,74751.0
1669.0,87250.0
152.0,75704.0
1567.0,86350.0
374.0,77556.0
95.0,75241.0
1665.0,87246.0
1308.0,84502.0
11.0,74752.0
1241.0,84039.0
1174.0,83576.0
1621.0,86803.0
8.0,74749.0
536.0,78945.0
12.0,74753.0
1666.0,87247.0
18.0,74759.0
37.0,74778.0
1375.0,84965.0
1670.0,87251.0
1629.0,86811.0
589.0,79408.0
7.0,74748.0
643.0,79872.0
2.0,74743.0
9.0,74750.0
1039.0,82650.0
1618.0,86800.0
1672.0,87253.0
833.0,81261.0
1626.0,86808.0
1619.0,86801.0
970.0,82187.0
1627.0,86809.0
1623.0,86805.0
1620.0,86802.0
1107.0,83113.0
1671.0,87252.0
1617.0,86799.0
697.0,80335.0
1628.0,86810.0
6.0,74747.0
1624.0,86806.0
902.0,81724.0
764.0,80798.0
1630.0,86812.0
3.0,74744.0
1668.0,87249.0
1728.0,87708.0
1791.0,88171.0
1852.0,88634.0
1712.0,87692.0
1912.0,89097.0
2026.0,90023.0
2073.0,90486.0
1971.0,89560.0
1631.0,86813.0
590.0,79409.0
