grid,site,night
ALA_2,ALA_2_NE_1004C,2015-06-24
ALA_2,ALA_2_NE_1004C,2015-06-25
ALA_2,ALA_2_NE_1004C,2015-06-26
ALA_2,ALA_2_NE_1004C,2015-06-27
ALA_2,ALA_2_NE_1004C,2015-06-28
ALA_2,ALA_2_NE_1004C,2015-06-29
ALA_2,ALA_2_NW_BAT_207,2015-06-24
ALA_2,ALA_2_NW_BAT_207,2015-06-25
ALA_2,ALA_2_NW_BAT_207,2015-06-26
ALA_2,ALA_2_NW_BAT_207,2015-06-27
ALA_2,ALA_2_NW_BAT_207,2015-06-28
ALA_2,ALA_2_NW_BAT_207,2015-06-29
ALA_2,ALA_2_SE_BAT_026,2015-06-24
ALA_2,ALA_2_SE_BAT_026,2015-06-25
ALA_2,ALA_2_SE_BAT_026,2015-06-26
ALA_2,ALA_2_SE_BAT_026,2015-06-27
ALA_2,ALA_2_SE_BAT_026,2015-06-28
ALA_R3,ALA_R3_NE_BAT_040,2015-06-16
ALA_R3,ALA_R3_NE_BAT_040,2015-06-17
ALA_R3,ALA_R3_NE_BAT_040,2015-06-18
ALA_R3,ALA_R3_NE_BAT_040,2015-06-19
ALA_R3,ALA_R3_NE_BAT_040,2015-06-20
ALA_R3,ALA_R3_NE_BAT_040,2015-06-21
ALA_R3,ALA_R3_NW_G2,2015-06-16
ALA_R3,ALA_R3_NW_G2,2015-06-17
ALA_R3,ALA_R3_NW_G2,2015-06-18
ALA_R3,ALA_R3_NW_G2,2015-06-19
ALA_R3,ALA_R3_NW_G2,2015-06-20
ALA_R3,ALA_R3_NW_G2,2015-06-21
ALA_R3,ALA_R3_SW_J4,2015-06-16
ALA_R3,ALA_R3_SW_J4,2015-06-17
ALA_R3,ALA_R3_SW_J4,2015-06-18
ALA_R3,ALA_R3_SW_J4,2015-06-19
ALA_R3,ALA_R3_SW_J4,2015-06-20
ALA_R3,ALA_R3_SW_J4,2015-06-21
CNLP_1,CNLP_1_NE_BAT_006,2015-05-28
CNLP_1,CNLP_1_NE_BAT_006,2015-05-29
CNLP_1,CNLP_1_NE_BAT_006,2015-05-30
CNLP_1,CNLP_1_NE_BAT_006,2015-05-31
CNLP_1,CNLP_1_NE_BAT_006,2015-06-01
CNLP_1,CNLP_1_NE_BAT_006,2015-06-02
CNLP_1,CNLP_1_NE_BAT_006,2015-06-03
CNLP_1,CNLP_1_NW_BAT_005,2015-05-28
CNLP_1,CNLP_1_NW_BAT_005,2015-05-29
CNLP_1,CNLP_1_NW_BAT_005,2015-05-30
CNLP_1,CNLP_1_NW_BAT_005,2015-05-31
CNLP_1,CNLP_1_NW_BAT_005,2015-06-01
CNLP_1,CNLP_1_NW_BAT_005,2015-06-02
CNLP_1,CNLP_1_NW_BAT_005,2015-06-03
CNLP_1,CNLP_1_SE_BAT_004,2015-05-28
CNLP_1,CNLP_1_SE_BAT_004,2015-05-29
CNLP_1,CNLP_1_SE_BAT_004,2015-05-30
CNLP_1,CNLP_1_SE_BAT_004,2015-05-31
CNLP_1,CNLP_1_SE_BAT_004,2015-06-01
CNLP_1,CNLP_1_SW_BAT_002,2015-05-28
CNLP_1,CNLP_1_SW_BAT_002,2015-05-29
CNLP_1,CNLP_1_SW_BAT_002,2015-05-30
CNLP_1,CNLP_1_SW_BAT_002,2015-05-31
CNLP_1,CNLP_1_SW_BAT_002,2015-06-01
CNLP_1,CNLP_1_SW_BAT_002,2015-06-02
CNLP_1,CNLP_1_SW_BAT_002,2015-06-03
CNLP_2,CNLP_2_NE_BAT_008,2015-07-03
CNLP_2,CNLP_2_NE_BAT_008,2015-07-04
CNLP_2,CNLP_2_NE_BAT_008,2015-07-05
CNLP_2,CNLP_2_NE_BAT_008,2015-07-06
CNLP_2,CNLP_2_NE_BAT_008,2015-07-07
CNLP_2,CNLP_2_NE_BAT_008,2015-07-08
CNLP_2,CNLP_2_NW_L4,2015-07-03
CNLP_2,CNLP_2_NW_L4,2015-07-04
CNLP_2,CNLP_2_NW_L4,2015-07-05
CNLP_2,CNLP_2_NW_L4,2015-07-06
CNLP_2,CNLP_2_NW_L4,2015-07-07
CNLP_2,CNLP_2_NW_L4,2015-07-08
CNLP_2,CNLP_2_SE_BAT_004,2015-07-03
CNLP_2,CNLP_2_SE_BAT_004,2015-07-04
CNLP_2,CNLP_2_SE_BAT_004,2015-07-05
CNLP_2,CNLP_2_SE_BAT_004,2015-07-06
CNLP_2,CNLP_2_SE_BAT_004,2015-07-07
CNLP_2,CNLP_2_SE_BAT_004,2015-07-08
CNLP_2,CNLP_2_SW_A3,2015-07-03
CNLP_2,CNLP_2_SW_A3,2015-07-04
CNLP_2,CNLP_2_SW_A3,2015-07-05
CNLP_2,CNLP_2_SW_A3,2015-07-06
CNLP_2,CNLP_2_SW_A3,2015-07-07
CNLP_2,CNLP_2_SW_A3,2015-07-08
CNLP_3,CNLP_3_NE_BAT_015,2015-05-29
CNLP_3,CNLP_3_NE_BAT_015,2015-05-30
CNLP_3,CNLP_3_NE_BAT_015,2015-05-31
CNLP_3,CNLP_3_NE_BAT_015,2015-06-01
CNLP_3,CNLP_3_NE_BAT_015,2015-06-02
CNLP_3,CNLP_3_NE_BAT_015,2015-06-03
CNLP_3,CNLP_3_NW_BAT_013,2015-05-29
CNLP_3,CNLP_3_NW_BAT_013,2015-05-30
CNLP_3,CNLP_3_NW_BAT_013,2015-05-31
CNLP_3,CNLP_3_NW_BAT_013,2015-06-01
CNLP_3,CNLP_3_NW_BAT_013,2015-06-02
CNLP_3,CNLP_3_NW_BAT_013,2015-06-03
CNLP_3,CNLP_3_SE_BAT_012,2015-05-29
CNLP_3,CNLP_3_SE_BAT_012,2015-05-30
CNLP_3,CNLP_3_SE_BAT_012,2015-05-31
CNLP_3,CNLP_3_SE_BAT_012,2015-06-01
CNLP_3,CNLP_3_SE_BAT_012,2015-06-02
CNLP_3,CNLP_3_SW_BAT_014,2015-05-29
CNLP_3,CNLP_3_SW_BAT_014,2015-05-30
CNLP_3,CNLP_3_SW_BAT_014,2015-05-31
CNLP_3,CNLP_3_SW_BAT_014,2015-06-01
CNLP_3,CNLP_3_SW_BAT_014,2015-06-02
CNLP_3,CNLP_3_SW_BAT_014,2015-06-03
CNLP_4,CNLP_4_NE_BAT_038,2015-07-09
CNLP_4,CNLP_4_NE_BAT_038,2015-07-10
CNLP_4,CNLP_4_NE_BAT_038,2015-07-11
CNLP_4,CNLP_4_NE_BAT_038,2015-07-12
CNLP_4,CNLP_4_NE_BAT_038,2015-07-13
CNLP_4,CNLP_4_NE_BAT_038,2015-07-14
CNLP_4,CNLP_4_NE_BAT_038,2015-07-15
CNLP_4,CNLP_4_NW_BAT_002,2015-07-09
CNLP_4,CNLP_4_NW_BAT_002,2015-07-10
CNLP_4,CNLP_4_NW_BAT_002,2015-07-11
CNLP_4,CNLP_4_NW_BAT_002,2015-07-12
CNLP_4,CNLP_4_NW_BAT_002,2015-07-13
CNLP_4,CNLP_4_NW_BAT_002,2015-07-14
CNLP_4,CNLP_4_NW_BAT_002,2015-07-15
CNLP_4,CNLP_4_SE_E1,2015-07-09
CNLP_4,CNLP_4_SE_E1,2015-07-10
CNLP_4,CNLP_4_SE_E1,2015-07-11
CNLP_4,CNLP_4_SE_E1,2015-07-12
CNLP_4,CNLP_4_SE_E1,2015-07-13
CNLP_4,CNLP_4_SE_E1,2015-07-14
CNLP_4,CNLP_4_SE_E1,2015-07-15
CNLP_4,CNLP_4_SW_BAT_006,2015-07-09
CNLP_4,CNLP_4_SW_BAT_006,2015-07-10
CNLP_4,CNLP_4_SW_BAT_006,2015-07-11
CNLP_4,CNLP_4_SW_BAT_006,2015-07-12
CNLP_4,CNLP_4_SW_BAT_006,2015-07-13
CNLP_4,CNLP_4_SW_BAT_006,2015-07-14
CNLP_4,CNLP_4_SW_BAT_006,2015-07-15
CNLP_5,CNLP_5_NE_987B,2015-07-03
CNLP_5,CNLP_5_NE_987B,2015-07-04
CNLP_5,CNLP_5_NE_987B,2015-07-05
CNLP_5,CNLP_5_NE_987B,2015-07-06
CNLP_5,CNLP_5_NE_987B,2015-07-07
CNLP_5,CNLP_5_NE_987B,2015-07-08
CNLP_5,CNLP_5_NE_987B,2015-07-09
CNLP_5,CNLP_5_NW_988C,2015-07-04
CNLP_5,CNLP_5_NW_988C,2015-07-05
CNLP_5,CNLP_5_NW_988C,2015-07-06
CNLP_5,CNLP_5_NW_988C,2015-07-07
CNLP_5,CNLP_5_NW_988C,2015-07-08
CNLP_5,CNLP_5_SE_BAT_028,2015-07-03
CNLP_6,CNLP_6_NW_BAT_034,2015-06-04
CNLP_6,CNLP_6_NW_BAT_034,2015-06-05
CNLP_6,CNLP_6_NW_BAT_034,2015-06-06
CNLP_6,CNLP_6_NW_BAT_034,2015-06-07
CNLP_6,CNLP_6_NW_BAT_034,2015-06-08
CNLP_6,CNLP_6_NW_BAT_034,2015-06-09
CNLP_6,CNLP_6_SE_BAT_023,2015-06-02
CNLP_6,CNLP_6_SE_BAT_023,2015-06-03
CNLP_6,CNLP_6_SE_BAT_023,2015-06-04
CNLP_6,CNLP_6_SE_BAT_023,2015-06-05
CNLP_6,CNLP_6_SE_BAT_023,2015-06-06
CNLP_6,CNLP_6_SE_BAT_023,2015-06-07
CNLP_6,CNLP_6_SE_BAT_023,2015-06-08
CNLP_6,CNLP_6_SE_BAT_023,2015-06-09
CNLP_6,CNLP_6_SW_BAT_044,2015-06-02
CNLP_6,CNLP_6_SW_BAT_044,2015-06-03
CNLP_6,CNLP_6_SW_BAT_044,2015-06-04
CNLP_6,CNLP_6_SW_BAT_044,2015-06-05
CNLP_6,CNLP_6_SW_BAT_044,2015-06-06
CNLP_6,CNLP_6_SW_BAT_044,2015-06-07
CNLP_6,CNLP_6_SW_BAT_044,2015-06-08
CNLP_7,CNLP_7_NE_BAT_205,2015-07-04
CNLP_7,CNLP_7_NE_BAT_205,2015-07-05
CNLP_7,CNLP_7_NE_BAT_205,2015-07-06
CNLP_7,CNLP_7_NE_BAT_205,2015-07-07
CNLP_7,CNLP_7_NE_BAT_205,2015-07-08
CNLP_7,CNLP_7_NE_BAT_205,2015-07-09
CNLP_7,CNLP_7_NW_BAT_010,2015-07-04
CNLP_7,CNLP_7_NW_BAT_010,2015-07-05
CNLP_7,CNLP_7_NW_BAT_010,2015-07-06
CNLP_7,CNLP_7_NW_BAT_010,2015-07-07
CNLP_7,CNLP_7_NW_BAT_010,2015-07-08
CNLP_7,CNLP_7_NW_BAT_010,2015-07-09
CNLP_7,CNLP_7_SE_H2,2015-07-04
CNLP_7,CNLP_7_SE_H2,2015-07-05
CNLP_7,CNLP_7_SE_H2,2015-07-06
CNLP_7,CNLP_7_SE_H2,2015-07-07
CNLP_7,CNLP_7_SE_H2,2015-07-08
CNLP_7,CNLP_7_SE_H2,2015-07-09
CNLP_7,CNLP_7_SW_M2,2015-07-04
CNLP_7,CNLP_7_SW_M2,2015-07-05
CNLP_7,CNLP_7_SW_M2,2015-07-06
CNLP_7,CNLP_7_SW_M2,2015-07-07
CNLP_7,CNLP_7_SW_M2,2015-07-08
CNLP_7,CNLP_7_SW_M2,2015-07-09
CNLP_8,CNLP_8_NE_BAT_047,2015-07-08
CNLP_8,CNLP_8_NE_BAT_047,2015-07-09
CNLP_8,CNLP_8_NE_BAT_047,2015-07-10
CNLP_8,CNLP_8_NE_BAT_047,2015-07-11
CNLP_8,CNLP_8_NW_I1,2015-07-08
CNLP_8,CNLP_8_NW_I1,2015-07-09
CNLP_8,CNLP_8_NW_I1,2015-07-10
CNLP_8,CNLP_8_NW_I1,2015-07-11
CNLP_8,CNLP_8_NW_I1,2015-07-12
CNLP_8,CNLP_8_NW_I1,2015-07-13
CNLP_8,CNLP_8_SE_H3,2015-07-08
CNLP_8,CNLP_8_SE_H3,2015-07-09
CNLP_8,CNLP_8_SE_H3,2015-07-10
CNLP_8,CNLP_8_SE_H3,2015-07-11
CNLP_8,CNLP_8_SE_H3,2015-07-12
CNLP_8,CNLP_8_SE_H3,2015-07-13
CNLP_8,CNLP_8_SW_F2,2015-07-08
CNLP_8,CNLP_8_SW_F2,2015-07-09
CNLP_8,CNLP_8_SW_F2,2015-07-10
CNLP_8,CNLP_8_SW_F2,2015-07-11
CNLP_8,CNLP_8_SW_F2,2015-07-12
CNLP_8,CNLP_8_SW_F2,2015-07-13
FTRP_1,FTRP_1_NE_BAT_013,2015-06-12
FTRP_1,FTRP_1_NE_BAT_013,2015-06-13
FTRP_1,FTRP_1_NE_BAT_013,2015-06-14
FTRP_1,FTRP_1_NE_BAT_013,2015-06-15
FTRP_1,FTRP_1_NE_BAT_013,2015-06-16
FTRP_1,FTRP_1_NE_BAT_013,2015-06-17
FTRP_1,FTRP_1_NW_988A,2015-06-12
FTRP_1,FTRP_1_NW_988A,2015-06-13
FTRP_1,FTRP_1_NW_988A,2015-06-14
FTRP_1,FTRP_1_NW_988A,2015-06-15
FTRP_1,FTRP_1_NW_988A,2015-06-16
FTRP_1,FTRP_1_NW_988A,2015-06-17
FTRP_1,FTRP_1_SE_994A,2015-06-12
FTRP_1,FTRP_1_SE_994A,2015-06-13
FTRP_1,FTRP_1_SE_994A,2015-06-14
FTRP_1,FTRP_1_SE_994A,2015-06-15
FTRP_1,FTRP_1_SE_994A,2015-06-16
FTRP_1,FTRP_1_SE_994A,2015-06-17
FTRP_1,FTRP_1_SW_BAT_027,2015-06-12
FTRP_1,FTRP_1_SW_BAT_027,2015-06-13
FTRP_1,FTRP_1_SW_BAT_027,2015-06-14
FTRP_1,FTRP_1_SW_BAT_027,2015-06-15
FTRP_1,FTRP_1_SW_BAT_027,2015-06-16
FTRP_1,FTRP_1_SW_BAT_027,2015-06-17
FTRP_5,FTRP_5_NE_BAT_035,2015-06-08
FTRP_5,FTRP_5_NE_BAT_035,2015-06-09
FTRP_5,FTRP_5_NE_BAT_035,2015-06-10
FTRP_5,FTRP_5_NE_BAT_035,2015-06-11
FTRP_5,FTRP_5_NE_BAT_035,2015-06-12
FTRP_5,FTRP_5_NE_BAT_035,2015-06-13
FTRP_5,FTRP_5_NE_BAT_035,2015-06-14
FTRP_5,FTRP_5_NW_BAT_038,2015-06-09
FTRP_5,FTRP_5_NW_BAT_038,2015-06-10
FTRP_5,FTRP_5_NW_BAT_038,2015-06-11
FTRP_5,FTRP_5_NW_BAT_038,2015-06-12
FTRP_5,FTRP_5_NW_BAT_038,2015-06-13
FTRP_5,FTRP_5_NW_BAT_038,2015-06-14
FTRP_5,FTRP_5_SE_M1,2015-06-09
FTRP_5,FTRP_5_SE_M1,2015-06-10
FTRP_5,FTRP_5_SE_M1,2015-06-11
FTRP_5,FTRP_5_SE_M1,2015-06-12
FTRP_5,FTRP_5_SE_M1,2015-06-13
FTRP_5,FTRP_5_SE_M1,2015-06-14
FTRP_5,FTRP_5_SW_L4,2015-06-09
FTRP_5,FTRP_5_SW_L4,2015-06-10
FTRP_5,FTRP_5_SW_L4,2015-06-11
FTRP_5,FTRP_5_SW_L4,2015-06-12
FTRP_5,FTRP_5_SW_L4,2015-06-13
FTRP_5,FTRP_5_SW_L4,2015-06-14
FTRP_6,FTRP_6_NE_G2,2015-06-23
FTRP_6,FTRP_6_NE_G2,2015-06-24
FTRP_6,FTRP_6_NE_G2,2015-06-25
FTRP_6,FTRP_6_NE_G2,2015-06-26
FTRP_6,FTRP_6_NE_G2,2015-06-27
FTRP_6,FTRP_6_NE_G2,2015-06-28
FTRP_6,FTRP_6_NW_I3,2015-06-23
FTRP_6,FTRP_6_NW_I3,2015-06-24
FTRP_6,FTRP_6_NW_I3,2015-06-25
FTRP_6,FTRP_6_NW_I3,2015-06-26
FTRP_6,FTRP_6_NW_I3,2015-06-27
FTRP_6,FTRP_6_NW_I3,2015-06-28
FTRP_6,FTRP_6_SE_BAT_021,2015-06-23
FTRP_6,FTRP_6_SE_BAT_021,2015-06-24
FTRP_6,FTRP_6_SE_BAT_021,2015-06-25
FTRP_6,FTRP_6_SE_BAT_021,2015-06-26
FTRP_6,FTRP_6_SE_BAT_021,2015-06-27
FTRP_6,FTRP_6_SE_BAT_021,2015-06-28
FTRP_6,FTRP_6_SW_BAT_201,2015-06-23
FTRP_6,FTRP_6_SW_BAT_201,2015-06-24
FTRP_6,FTRP_6_SW_BAT_201,2015-06-25
FTRP_6,FTRP_6_SW_BAT_201,2015-06-26
FTRP_6,FTRP_6_SW_BAT_201,2015-06-27
FTRP_6,FTRP_6_SW_BAT_201,2015-06-28
FTRP_7,FTRP_7_NE_F1,2015-06-23
FTRP_7,FTRP_7_NE_F1,2015-06-24
FTRP_7,FTRP_7_NE_F1,2015-06-25
FTRP_7,FTRP_7_NE_F1,2015-06-26
FTRP_7,FTRP_7_NE_F1,2015-06-27
FTRP_7,FTRP_7_NE_F1,2015-06-28
FTRP_7,FTRP_7_SE_BAT_208,2015-06-23
FTRP_7,FTRP_7_SE_BAT_208,2015-06-24
FTRP_7,FTRP_7_SE_BAT_208,2015-06-25
FTRP_7,FTRP_7_SE_BAT_208,2015-06-26
FTRP_7,FTRP_7_SE_BAT_208,2015-06-27
FTRP_7,FTRP_7_SE_BAT_208,2015-06-28
FTRP_7,FTRP_7_SE_BAT_208,2015-06-29
FTRP_7,FTRP_7_SW_H3,2015-06-24
FTRP_7,FTRP_7_SW_H3,2015-06-25
FTRP_7,FTRP_7_SW_H3,2015-06-26
FTRP_7,FTRP_7_SW_H3,2015-06-27
FTRP_7,FTRP_7_SW_H3,2015-06-28
FTRP_7,FTRP_7_SW_H3,2015-06-29
FTRP_8,FTRP_8_NE_BAT_202,2015-06-23
FTRP_8,FTRP_8_NE_BAT_202,2015-06-24
FTRP_8,FTRP_8_NE_BAT_202,2015-06-25
FTRP_8,FTRP_8_NE_BAT_202,2015-06-26
FTRP_8,FTRP_8_NE_BAT_202,2015-06-27
FTRP_8,FTRP_8_NE_BAT_202,2015-06-28
FTRP_8,FTRP_8_NW_BAT_047,2015-06-23
FTRP_8,FTRP_8_NW_BAT_047,2015-06-24
FTRP_8,FTRP_8_NW_BAT_047,2015-06-25
FTRP_8,FTRP_8_NW_BAT_047,2015-06-26
FTRP_8,FTRP_8_NW_BAT_047,2015-06-27
FTRP_8,FTRP_8_NW_BAT_047,2015-06-28
FTRP_8,FTRP_8_SE_BAT_012,2015-06-23
FTRP_8,FTRP_8_SE_BAT_012,2015-06-24
FTRP_8,FTRP_8_SE_BAT_012,2015-06-25
FTRP_8,FTRP_8_SE_BAT_012,2015-06-26
FTRP_8,FTRP_8_SE_BAT_012,2015-06-27
FTRP_8,FTRP_8_SE_BAT_012,2015-06-28
FTRP_8,FTRP_8_SW_BAT_016,2015-06-22
FTRP_8,FTRP_8_SW_BAT_016,2015-06-23
FTRP_8,FTRP_8_SW_BAT_016,2015-06-24
FTRP_8,FTRP_8_SW_BAT_016,2015-06-25
FTRP_8,FTRP_8_SW_BAT_016,2015-06-26
FTRP_8,FTRP_8_SW_BAT_016,2015-06-27
FTRP_8,FTRP_8_SW_BAT_016,2015-06-28
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-24
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-25
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-26
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-27
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-28
FTRP_R17,FTRP_R17_NE_BAT_037,2015-06-29
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-24
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-25
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-26
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-27
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-28
FTRP_R17,FTRP_R17_NW_BAT_041,2015-06-29
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-24
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-25
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-26
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-27
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-28
FTRP_R17,FTRP_R17_SE_BAT_043,2015-06-29
FTRP_R17,FTRP_R17_SW_I1,2015-06-24
FTRP_R17,FTRP_R17_SW_I1,2015-06-25
FTRP_R17,FTRP_R17_SW_I1,2015-06-26
FTRP_R17,FTRP_R17_SW_I1,2015-06-27
FTRP_R17,FTRP_R17_SW_I1,2015-06-28
FTRP_R17,FTRP_R17_SW_I1,2015-06-29
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-12
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-13
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-14
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-15
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-16
FTRP_R6,FTRP_R6_NE_BAT_BAT_017,2015-06-17
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-12
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-13
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-14
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-15
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-16
FTRP_R6,FTRP_R6_NW_BAT_007,2015-06-17
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-12
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-13
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-14
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-15
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-16
FTRP_R6,FTRP_R6_SE_BAT_030,2015-06-17
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-12
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-13
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-14
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-15
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-16
FTRP_R6,FTRP_R6_SW_BAT_028,2015-06-17
FTRP_R9,FTRP_R9_NE_988D,2015-06-09
FTRP_R9,FTRP_R9_NE_988D,2015-06-10
FTRP_R9,FTRP_R9_NE_988D,2015-06-11
FTRP_R9,FTRP_R9_NE_988D,2015-06-12
FTRP_R9,FTRP_R9_NE_988D,2015-06-13
FTRP_R9,FTRP_R9_NE_988D,2015-06-14
FTRP_R9,FTRP_R9_NW_001,2015-06-09
FTRP_R9,FTRP_R9_NW_001,2015-06-10
FTRP_R9,FTRP_R9_NW_001,2015-06-11
FTRP_R9,FTRP_R9_NW_001,2015-06-12
FTRP_R9,FTRP_R9_NW_001,2015-06-13
FTRP_R9,FTRP_R9_NW_001,2015-06-14
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-09
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-10
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-11
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-12
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-13
FTRP_R9,FTRP_R9_SE_BAT_032,2015-06-14
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-09
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-10
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-11
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-12
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-13
FTRP_R9,FTRP_R9_SW_BAT_039,2015-06-14
HT_2,HT_2_NE_BAT_031,2015-07-15
HT_2,HT_2_NE_BAT_031,2015-07-16
HT_2,HT_2_NE_BAT_031,2015-07-17
HT_2,HT_2_NE_BAT_031,2015-07-18
HT_2,HT_2_NE_BAT_031,2015-07-19
HT_2,HT_2_NE_BAT_031,2015-07-20
HT_2,HT_2_NW_F1,2015-07-15
HT_2,HT_2_NW_F1,2015-07-16
HT_2,HT_2_NW_F1,2015-07-17
HT_2,HT_2_NW_F1,2015-07-18
HT_2,HT_2_NW_F1,2015-07-19
HT_2,HT_2_NW_F1,2015-07-20
HT_2,HT_2_SE_N4,2015-07-15
HT_2,HT_2_SE_N4,2015-07-16
HT_2,HT_2_SE_N4,2015-07-17
HT_2,HT_2_SE_N4,2015-07-18
HT_2,HT_2_SE_N4,2015-07-19
HT_2,HT_2_SE_N4,2015-07-20
HT_2,HT_2_SW_BAT_023,2015-07-15
HT_2,HT_2_SW_BAT_023,2015-07-16
HT_2,HT_2_SW_BAT_023,2015-07-17
HT_2,HT_2_SW_BAT_023,2015-07-18
HT_2,HT_2_SW_BAT_023,2015-07-19
HT_R1,HT_R1_NE_BAT_035,2015-07-18
HT_R1,HT_R1_NE_BAT_035,2015-07-19
HT_R1,HT_R1_NE_BAT_035,2015-07-20
HT_R1,HT_R1_NE_BAT_035,2015-07-21
HT_R1,HT_R1_NE_BAT_035,2015-07-22
HT_R1,HT_R1_NE_BAT_035,2015-07-23
HT_R1,HT_R1_NW_C3,2015-07-18
HT_R1,HT_R1_NW_C3,2015-07-19
HT_R1,HT_R1_NW_C3,2015-07-20
HT_R1,HT_R1_NW_C3,2015-07-21
HT_R1,HT_R1_NW_C3,2015-07-22
HT_R1,HT_R1_NW_C3,2015-07-23
