grid,site,night
HT_R1,HT_R1_SE_BAT_207,2015-07-18
HT_R1,HT_R1_SE_BAT_207,2015-07-19
HT_R1,HT_R1_SE_BAT_207,2015-07-20
HT_R1,HT_R1_SE_BAT_207,2015-07-21
HT_R1,HT_R1_SE_BAT_207,2015-07-22
HT_R1,HT_R1_SE_BAT_207,2015-07-23
HT_R1,HT_R1_SW_BAT_033,2015-07-18
HT_R1,HT_R1_SW_BAT_033,2015-07-19
HT_R1,HT_R1_SW_BAT_033,2015-07-20
HT_R1,HT_R1_SW_BAT_033,2015-07-21
HT_R1,HT_R1_SW_BAT_033,2015-07-22
HT_R1,HT_R1_SW_BAT_033,2015-07-23
KPT_1,KPT_1_NE_BAT_019,2015-07-09
KPT_1,KPT_1_NE_BAT_019,2015-07-10
KPT_1,KPT_1_NE_BAT_019,2015-07-11
KPT_1,KPT_1_NE_BAT_019,2015-07-12
KPT_1,KPT_1_NE_BAT_019,2015-07-13
KPT_1,KPT_1_NE_BAT_019,2015-07-14
KPT_1,KPT_1_NW_E4,2015-07-09
KPT_1,KPT_1_NW_E4,2015-07-10
KPT_1,KPT_1_NW_E4,2015-07-11
KPT_1,KPT_1_NW_E4,2015-07-12
KPT_1,KPT_1_NW_E4,2015-07-13
KPT_1,KPT_1_NW_E4,2015-07-14
KPT_1,KPT_1_SE_G4,2015-07-09
KPT_1,KPT_1_SE_G4,2015-07-10
KPT_1,KPT_1_SE_G4,2015-07-11
KPT_1,KPT_1_SE_G4,2015-07-12
KPT_1,KPT_1_SE_G4,2015-07-13
KPT_1,KPT_1_SE_G4,2015-07-14
KPT_1,KPT_1_SW_994D,2015-07-09
KPT_1,KPT_1_SW_994D,2015-07-10
KPT_1,KPT_1_SW_994D,2015-07-11
KPT_1,KPT_1_SW_994D,2015-07-12
KPT_1,KPT_1_SW_994D,2015-07-13
KPT_1,KPT_1_SW_994D,2015-07-14
LA_4,LA_4_NE_L2,2015-07-14
LA_4,LA_4_NE_L2,2015-07-15
LA_4,LA_4_NE_L2,2015-07-16
LA_4,LA_4_NE_L2,2015-07-17
LA_4,LA_4_NE_L2,2015-07-18
LA_4,LA_4_NE_L2,2015-07-19
LA_4,LA_4_NW_K4,2015-07-14
LA_4,LA_4_NW_K4,2015-07-15
LA_4,LA_4_NW_K4,2015-07-16
LA_4,LA_4_NW_K4,2015-07-17
LA_4,LA_4_NW_K4,2015-07-18
LA_4,LA_4_NW_K4,2015-07-19
LA_4,LA_4_SE_BAT_101,2015-07-14
LA_4,LA_4_SE_BAT_101,2015-07-15
LA_4,LA_4_SE_BAT_101,2015-07-16
LA_4,LA_4_SE_BAT_101,2015-07-17
LA_4,LA_4_SE_BAT_101,2015-07-18
LA_4,LA_4_SE_BAT_101,2015-07-19
LA_4,LA_4_SW_J2,2015-07-14
LA_4,LA_4_SW_J2,2015-07-15
LA_4,LA_4_SW_J2,2015-07-16
LA_4,LA_4_SW_J2,2015-07-17
LA_4,LA_4_SW_J2,2015-07-18
LA_4,LA_4_SW_J2,2015-07-19
LA_7,LA_7_NW_R2C,2015-07-02
LA_7,LA_7_NW_R2C,2015-07-03
LA_7,LA_7_NW_R2C,2015-07-04
LA_7,LA_7_NW_R2C,2015-07-05
LA_7,LA_7_NW_R2C,2015-07-06
LA_7,LA_7_NW_R2C,2015-07-07
LA_7,LA_7_SE_BAT_027,2015-07-02
LA_7,LA_7_SE_BAT_027,2015-07-03
LA_7,LA_7_SE_BAT_027,2015-07-04
LA_7,LA_7_SE_BAT_027,2015-07-05
LA_7,LA_7_SE_BAT_027,2015-07-06
LA_7,LA_7_SE_BAT_027,2015-07-07
LA_7,LA_7_SW_E4,2015-07-02
LA_7,LA_7_SW_E4,2015-07-03
LA_7,LA_7_SW_E4,2015-07-04
LA_7,LA_7_SW_E4,2015-07-05
LA_7,LA_7_SW_E4,2015-07-06
LA_7,LA_7_SW_E4,2015-07-07
LA_R13,LA_R13_NE_B2,2015-07-02
LA_R13,LA_R13_NE_B2,2015-07-03
LA_R13,LA_R13_NE_B2,2015-07-04
LA_R13,LA_R13_NE_B2,2015-07-05
LA_R13,LA_R13_NE_B2,2015-07-06
LA_R13,LA_R13_NE_B2,2015-07-07
LA_R13,LA_R13_NW_BAT_042,2015-07-02
LA_R13,LA_R13_NW_BAT_042,2015-07-03
LA_R13,LA_R13_NW_BAT_042,2015-07-04
LA_R13,LA_R13_NW_BAT_042,2015-07-05
LA_R13,LA_R13_NW_BAT_042,2015-07-06
LA_R13,LA_R13_NW_BAT_042,2015-07-07
LA_R13,LA_R13_SE_994D,2015-07-02
LA_R13,LA_R13_SE_994D,2015-07-03
LA_R13,LA_R13_SE_994D,2015-07-04
LA_R13,LA_R13_SE_994D,2015-07-05
LA_R13,LA_R13_SE_994D,2015-07-06
LA_R13,LA_R13_SE_994D,2015-07-07
LA_R13,LA_R13_SW_BAT_019,2015-07-02
LA_R13,LA_R13_SW_BAT_019,2015-07-03
LA_R13,LA_R13_SW_BAT_019,2015-07-04
LA_R13,LA_R13_SW_BAT_019,2015-07-05
LA_R13,LA_R13_SW_BAT_019,2015-07-06
LA_R13,LA_R13_SW_BAT_019,2015-07-07
LA_R14,LA_R14_NE_N1,2015-06-27
LA_R14,LA_R14_NE_N1,2015-06-28
LA_R14,LA_R14_NE_N1,2015-06-29
LA_R14,LA_R14_NE_N1,2015-06-30
LA_R14,LA_R14_NE_N1,2015-07-01
LA_R14,LA_R14_NE_N1,2015-07-02
LA_R14,LA_R14_NW_I2,2015-06-27
LA_R14,LA_R14_NW_I2,2015-06-28
LA_R14,LA_R14_NW_I2,2015-06-29
LA_R14,LA_R14_NW_I2,2015-06-30
LA_R14,LA_R14_NW_I2,2015-07-01
LA_R14,LA_R14_NW_I2,2015-07-02
LA_R14,LA_R14_SE_BAT_023,2015-06-27
LA_R14,LA_R14_SE_BAT_023,2015-06-28
LA_R14,LA_R14_SE_BAT_023,2015-06-29
LA_R14,LA_R14_SE_BAT_023,2015-06-30
LA_R14,LA_R14_SE_BAT_023,2015-07-01
LA_R14,LA_R14_SE_BAT_023,2015-07-02
LA_R14,LA_R14_SW_J4,2015-06-27
LA_R14,LA_R14_SW_J4,2015-06-28
LA_R14,LA_R14_SW_J4,2015-06-29
LA_R14,LA_R14_SW_J4,2015-06-30
LA_R14,LA_R14_SW_J4,2015-07-01
LA_R14,LA_R14_SW_J4,2015-07-02
LA_R6,LA_R6_NE_M4,2015-07-01
LA_R6,LA_R6_NE_M4,2015-07-02
LA_R6,LA_R6_NE_M4,2015-07-03
LA_R6,LA_R6_NE_M4,2015-07-04
LA_R6,LA_R6_NE_M4,2015-07-05
LA_R6,LA_R6_NE_M4,2015-07-06
LA_R6,LA_R6_NW_001,2015-07-01
LA_R6,LA_R6_NW_001,2015-07-02
LA_R6,LA_R6_NW_001,2015-07-03
LA_R6,LA_R6_NW_001,2015-07-04
LA_R6,LA_R6_NW_001,2015-07-05
LA_R6,LA_R6_NW_001,2015-07-06
LA_R6,LA_R6_NW_001,2015-07-07
LA_R6,LA_R6_SE_G4,2015-07-01
LA_R6,LA_R6_SE_G4,2015-07-02
LA_R6,LA_R6_SE_G4,2015-07-03
LA_R6,LA_R6_SE_G4,2015-07-04
LA_R6,LA_R6_SE_G4,2015-07-05
LA_R6,LA_R6_SE_G4,2015-07-06
LA_R6,LA_R6_SE_G4,2015-07-07
LA_R6,LA_R6_SW_BAT_033,2015-07-01
LA_R6,LA_R6_SW_BAT_033,2015-07-02
LA_R6,LA_R6_SW_BAT_033,2015-07-03
LA_R6,LA_R6_SW_BAT_033,2015-07-04
LA_R6,LA_R6_SW_BAT_033,2015-07-05
LA_R6,LA_R6_SW_BAT_033,2015-07-06
LA_R6,LA_R6_SW_BAT_033,2015-07-07
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-24
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-25
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-26
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-27
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-28
LAGDH_1,LAGDH_1_NE_BAT_010,2015-07-29
LAGDH_1,LAGDH_1_NW_988C,2015-07-24
LAGDH_1,LAGDH_1_NW_988C,2015-07-25
LAGDH_1,LAGDH_1_NW_988C,2015-07-26
LAGDH_1,LAGDH_1_NW_988C,2015-07-27
LAGDH_1,LAGDH_1_NW_988C,2015-07-28
LAGDH_1,LAGDH_1_NW_988C,2015-07-29
LAGDH_1,LAGDH_1_SE_M2,2015-07-24
LAGDH_1,LAGDH_1_SE_M2,2015-07-25
LAGDH_1,LAGDH_1_SE_M2,2015-07-26
LAGDH_1,LAGDH_1_SE_M2,2015-07-27
LAGDH_1,LAGDH_1_SE_M2,2015-07-28
LAGDH_1,LAGDH_1_SE_M2,2015-07-29
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-24
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-25
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-26
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-27
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-28
LAGDH_1,LAGDH_1_SW_BAT_005,2015-07-29
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-26
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-27
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-28
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-29
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-30
LAGDH_2,LAGDH_2_NW_BAT_027,2015-07-31
LAGDH_2,LAGDH_2_SW_L4,2015-07-26
LAGDH_2,LAGDH_2_SW_L4,2015-07-27
LAGDH_2,LAGDH_2_SW_L4,2015-07-28
LAGDH_2,LAGDH_2_SW_L4,2015-07-29
LAGDH_2,LAGDH_2_SW_L4,2015-07-30
LAGDH_2,LAGDH_2_SW_L4,2015-07-31
LAGDH_3,LAGDH_3_NE_987C,2015-06-08
LAGDH_3,LAGDH_3_NE_987C,2015-06-09
LAGDH_3,LAGDH_3_NE_987C,2015-06-10
LAGDH_3,LAGDH_3_NE_987C,2015-06-11
LAGDH_3,LAGDH_3_NE_987C,2015-06-12
LAGDH_3,LAGDH_3_NE_987C,2015-06-13
LAGDH_3,LAGDH_3_NW_1002D,2015-06-08
LAGDH_3,LAGDH_3_NW_1002D,2015-06-09
LAGDH_3,LAGDH_3_NW_1002D,2015-06-10
LAGDH_3,LAGDH_3_NW_1002D,2015-06-11
LAGDH_3,LAGDH_3_NW_1002D,2015-06-12
LAGDH_3,LAGDH_3_NW_1002D,2015-06-13
LAGDH_3,LAGDH_3_SE_988B,2015-06-08
LAGDH_3,LAGDH_3_SE_988B,2015-06-09
LAGDH_3,LAGDH_3_SE_988B,2015-06-10
LAGDH_3,LAGDH_3_SE_988B,2015-06-11
LAGDH_3,LAGDH_3_SE_988B,2015-06-12
LAGDH_3,LAGDH_3_SE_988B,2015-06-13
LAGDH_3,LAGDH_3_SW_987A,2015-06-08
LAGDH_3,LAGDH_3_SW_987A,2015-06-09
LAGDH_3,LAGDH_3_SW_987A,2015-06-10
LAGDH_3,LAGDH_3_SW_987A,2015-06-11
LAGDH_3,LAGDH_3_SW_987A,2015-06-12
LAGDH_3,LAGDH_3_SW_987A,2015-06-13
LAGDH_4,LAGDH_4_NE_L11,2015-06-02
LAGDH_4,LAGDH_4_NE_L11,2015-06-03
LAGDH_4,LAGDH_4_NE_L11,2015-06-04
LAGDH_4,LAGDH_4_NE_L11,2015-06-05
LAGDH_4,LAGDH_4_NE_L11,2015-06-06
LAGDH_4,LAGDH_4_NE_L11,2015-06-07
LAGDH_4,LAGDH_4_NW_L12,2015-06-02
LAGDH_4,LAGDH_4_NW_L12,2015-06-03
LAGDH_4,LAGDH_4_NW_L12,2015-06-04
LAGDH_4,LAGDH_4_NW_L12,2015-06-05
LAGDH_4,LAGDH_4_NW_L12,2015-06-06
LAGDH_4,LAGDH_4_NW_L12,2015-06-07
LAGDH_4,LAGDH_4_SE_L14,2015-06-02
LAGDH_4,LAGDH_4_SE_L14,2015-06-03
LAGDH_4,LAGDH_4_SE_L14,2015-06-04
LAGDH_4,LAGDH_4_SE_L14,2015-06-05
LAGDH_4,LAGDH_4_SE_L14,2015-06-06
LAGDH_4,LAGDH_4_SE_L14,2015-06-07
LAGDH_4,LAGDH_4_SW_L13,2015-06-02
LAGDH_4,LAGDH_4_SW_L13,2015-06-03
LAGDH_4,LAGDH_4_SW_L13,2015-06-04
LAGDH_4,LAGDH_4_SW_L13,2015-06-05
LAGDH_4,LAGDH_4_SW_L13,2015-06-06
LAGDH_4,LAGDH_4_SW_L13,2015-06-07
LPAP_1,LPAP_1_NE_1002B,2015-07-23
LPAP_1,LPAP_1_NE_1002B,2015-07-24
LPAP_1,LPAP_1_NE_1002B,2015-07-25
LPAP_1,LPAP_1_NE_1002B,2015-07-26
LPAP_1,LPAP_1_NE_1002B,2015-07-27
LPAP_1,LPAP_1_NE_1002B,2015-07-28
LPAP_1,LPAP_1_NE_1002B,2015-07-29
LPAP_1,LPAP_1_NE_1002B,2015-07-30
LPAP_1,LPAP_1_NE_1002B,2015-07-31
LPAP_1,LPAP_1_NE_1002B,2015-08-01
LPAP_1,LPAP_1_NE_1002B,2015-08-02
LPAP_1,LPAP_1_NW_1002C,2015-07-23
LPAP_1,LPAP_1_NW_1002C,2015-07-24
LPAP_1,LPAP_1_NW_1002C,2015-07-25
LPAP_1,LPAP_1_NW_1002C,2015-07-26
LPAP_1,LPAP_1_NW_1002C,2015-07-27
LPAP_1,LPAP_1_NW_1002C,2015-07-28
LPAP_1,LPAP_1_NW_1002C,2015-07-29
LPAP_1,LPAP_1_NW_1002C,2015-07-30
LPAP_1,LPAP_1_NW_1002C,2015-07-31
LPAP_1,LPAP_1_NW_1002C,2015-08-01
LPAP_1,LPAP_1_SE_1004B,2015-07-23
LPAP_1,LPAP_1_SE_1004B,2015-07-24
LPAP_1,LPAP_1_SE_1004B,2015-07-25
LPAP_1,LPAP_1_SE_1004B,2015-07-26
LPAP_1,LPAP_1_SE_1004B,2015-07-27
LPAP_1,LPAP_1_SE_1004B,2015-07-28
LPAP_1,LPAP_1_SE_1004B,2015-07-29
LPAP_1,LPAP_1_SE_1004B,2015-07-30
LPAP_1,LPAP_1_SE_1004B,2015-07-31
LPAP_1,LPAP_1_SE_1004B,2015-08-01
LPAP_1,LPAP_1_SE_1004B,2015-08-02
MAP_R2,MAP_R2_NE_E4,2015-07-23
MAP_R2,MAP_R2_NE_E4,2015-07-24
MAP_R2,MAP_R2_NE_E4,2015-07-25
MAP_R2,MAP_R2_NE_E4,2015-07-26
MAP_R2,MAP_R2_NE_E4,2015-07-27
MAP_R2,MAP_R2_NW_BAT_019,2015-07-23
MAP_R2,MAP_R2_NW_BAT_019,2015-07-24
MAP_R2,MAP_R2_NW_BAT_019,2015-07-25
MAP_R2,MAP_R2_NW_BAT_019,2015-07-26
MAP_R2,MAP_R2_NW_BAT_019,2015-07-27
MAP_R2,MAP_R2_NW_BAT_019,2015-07-28
MRP_1,MRP_1_NE_F2,2015-08-06
MRP_1,MRP_1_NE_F2,2015-08-07
MRP_1,MRP_1_NE_F2,2015-08-08
MRP_1,MRP_1_NE_F2,2015-08-09
MRP_1,MRP_1_NE_F2,2015-08-10
MRP_1,MRP_1_NE_F2,2015-08-11
MRP_1,MRP_1_NE_F2,2015-08-12
MRP_1,MRP_1_NE_F2,2015-08-13
MRP_1,MRP_1_SE_L2,2015-08-06
MRP_1,MRP_1_SE_L2,2015-08-07
MRP_1,MRP_1_SE_L2,2015-08-08
MRP_1,MRP_1_SE_L2,2015-08-09
MRP_1,MRP_1_SE_L2,2015-08-10
MRP_1,MRP_1_SE_L2,2015-08-11
MRP_1,MRP_1_SE_L2,2015-08-12
MRP_1,MRP_1_SE_L2,2015-08-13
MRP_2,MRP_2_NE_D1,2015-08-03
MRP_2,MRP_2_NE_D1,2015-08-04
MRP_2,MRP_2_NE_D1,2015-08-05
MRP_2,MRP_2_NE_D1,2015-08-06
MRP_2,MRP_2_NE_D1,2015-08-07
MRP_2,MRP_2_NE_D1,2015-08-08
MRP_2,MRP_2_NW_K1,2015-08-03
MRP_2,MRP_2_NW_K1,2015-08-04
MRP_2,MRP_2_NW_K1,2015-08-05
MRP_2,MRP_2_NW_K1,2015-08-06
MRP_2,MRP_2_NW_K1,2015-08-07
MRP_2,MRP_2_NW_K1,2015-08-08
MRP_2,MRP_2_SE_B3,2015-08-03
MRP_2,MRP_2_SE_B3,2015-08-04
MRP_2,MRP_2_SE_B3,2015-08-05
MRP_2,MRP_2_SE_B3,2015-08-06
MRP_2,MRP_2_SE_B3,2015-08-07
MRP_2,MRP_2_SE_B3,2015-08-08
MRP_2,MRP_2_SW_BAT_017,2015-08-03
MRP_2,MRP_2_SW_BAT_017,2015-08-04
MRP_2,MRP_2_SW_BAT_017,2015-08-05
MRP_2,MRP_2_SW_BAT_017,2015-08-06
MRP_2,MRP_2_SW_BAT_017,2015-08-07
MRP_2,MRP_2_SW_BAT_017,2015-08-08
NLH_1,NLH_1_NE_BAT_012,2015-07-26
NLH_1,NLH_1_NE_BAT_012,2015-07-27
NLH_1,NLH_1_NE_BAT_012,2015-07-28
NLH_1,NLH_1_NE_BAT_012,2015-07-29
NLH_1,NLH_1_NE_BAT_012,2015-07-30
NLH_1,NLH_1_NE_BAT_012,2015-07-31
NLH_1,NLH_1_NW_BAT_206,2015-07-26
NLH_1,NLH_1_NW_BAT_206,2015-07-27
NLH_1,NLH_1_NW_BAT_206,2015-07-28
NLH_1,NLH_1_NW_BAT_206,2015-07-29
NLH_1,NLH_1_NW_BAT_206,2015-07-30
NLH_1,NLH_1_NW_BAT_206,2015-07-31
NLH_1,NLH_1_SE_J4,2015-07-26
NLH_1,NLH_1_SE_J4,2015-07-27
NLH_1,NLH_1_SE_J4,2015-07-28
NLH_1,NLH_1_SE_J4,2015-07-29
NLH_1,NLH_1_SE_J4,2015-07-30
NLH_1,NLH_1_SE_J4,2015-07-31
NLH_1,NLH_1_SW_BAT_024,2015-07-26
NLH_1,NLH_1_SW_BAT_024,2015-07-27
NLH_1,NLH_1_SW_BAT_024,2015-07-28
NLH_1,NLH_1_SW_BAT_024,2015-07-29
NLH_1,NLH_1_SW_BAT_024,2015-07-30
NLH_1,NLH_1_SW_BAT_024,2015-07-31
NLH_2,NLH_2_NE_987A,2015-07-13
NLH_2,NLH_2_NE_987A,2015-07-14
NLH_2,NLH_2_NE_987A,2015-07-15
NLH_2,NLH_2_NE_987A,2015-07-16
NLH_2,NLH_2_NE_987A,2015-07-17
NLH_2,NLH_2_NE_987A,2015-07-18
NLH_2,NLH_2_NE_987A,2015-07-19
NLH_2,NLH_2_NE_987A,2015-07-20
NLH_2,NLH_2_NE_987A,2015-07-21
NLH_2,NLH_2_NE_987A,2015-07-22
NLH_2,NLH_2_NW_994C,2015-07-13
NLH_2,NLH_2_NW_994C,2015-07-14
NLH_2,NLH_2_NW_994C,2015-07-15
NLH_2,NLH_2_NW_994C,2015-07-16
NLH_2,NLH_2_NW_994C,2015-07-17
NLH_2,NLH_2_NW_994C,2015-07-18
NLH_2,NLH_2_NW_994C,2015-07-19
NLH_2,NLH_2_NW_994C,2015-07-20
NLH_2,NLH_2_NW_994C,2015-07-21
NLH_2,NLH_2_NW_994C,2015-07-22
NLH_2,NLH_2_SE_987D,2015-07-13
NLH_2,NLH_2_SE_987D,2015-07-14
NLH_2,NLH_2_SE_987D,2015-07-15
NLH_2,NLH_2_SE_987D,2015-07-16
NLH_2,NLH_2_SE_987D,2015-07-17
NLH_2,NLH_2_SE_987D,2015-07-18
NLH_2,NLH_2_SE_987D,2015-07-19
NLH_2,NLH_2_SE_987D,2015-07-20
NLH_2,NLH_2_SW_988B,2015-07-13
NLH_2,NLH_2_SW_988B,2015-07-14
NLH_2,NLH_2_SW_988B,2015-07-15
NLH_2,NLH_2_SW_988B,2015-07-16
NLH_2,NLH_2_SW_988B,2015-07-17
NLH_2,NLH_2_SW_988B,2015-07-18
NLH_2,NLH_2_SW_988B,2015-07-19
NLH_2,NLH_2_SW_988B,2015-07-20
NLH_2,NLH_2_SW_988B,2015-07-21
NLH_2,NLH_2_SW_988B,2015-07-22
NLH_3,NLH_3_NE_BAT_042,2015-07-23
NLH_3,NLH_3_NE_BAT_042,2015-07-24
NLH_3,NLH_3_NE_BAT_042,2015-07-25
NLH_3,NLH_3_NE_BAT_042,2015-07-26
NLH_3,NLH_3_NE_BAT_042,2015-07-27
NLH_3,NLH_3_NE_BAT_042,2015-07-28
NLH_3,NLH_3_NW_BAT_103,2015-07-23
NLH_3,NLH_3_NW_BAT_103,2015-07-24
NLH_3,NLH_3_NW_BAT_103,2015-07-25
NLH_3,NLH_3_NW_BAT_103,2015-07-26
NLH_3,NLH_3_NW_BAT_103,2015-07-27
NLH_3,NLH_3_NW_BAT_103,2015-07-28
NLH_3,NLH_3_SE_988A,2015-07-23
NLH_3,NLH_3_SE_988A,2015-07-24
NLH_3,NLH_3_SE_988A,2015-07-25
NLH_3,NLH_3_SE_988A,2015-07-26
NLH_3,NLH_3_SE_988A,2015-07-27
NLH_3,NLH_3_SE_988A,2015-07-28
NLH_3,NLH_3_SW_I2,2015-07-23
NLH_3,NLH_3_SW_I2,2015-07-24
NLH_3,NLH_3_SW_I2,2015-07-25
NLH_3,NLH_3_SW_I2,2015-07-26
NLH_3,NLH_3_SW_I2,2015-07-27
NLH_3,NLH_3_SW_I2,2015-07-28
NNLH_1,NNLH_1_NE_L12,2015-07-07
NNLH_1,NNLH_1_NE_L12,2015-07-08
NNLH_1,NNLH_1_NE_L12,2015-07-09
NNLH_1,NNLH_1_NE_L12,2015-07-10
NNLH_1,NNLH_1_NE_L12,2015-07-11
NNLH_1,NNLH_1_NE_L12,2015-07-12
NNLH_1,NNLH_1_NW_L13,2015-07-07
NNLH_1,NNLH_1_NW_L13,2015-07-08
NNLH_1,NNLH_1_NW_L13,2015-07-09
NNLH_1,NNLH_1_NW_L13,2015-07-10
NNLH_1,NNLH_1_NW_L13,2015-07-11
NNLH_1,NNLH_1_NW_L13,2015-07-12
NNLH_1,NNLH_1_SE_L14,2015-07-07
NNLH_1,NNLH_1_SE_L14,2015-07-08
NNLH_1,NNLH_1_SE_L14,2015-07-09
NNLH_1,NNLH_1_SE_L14,2015-07-10
NNLH_1,NNLH_1_SE_L14,2015-07-11
NNLH_1,NNLH_1_SE_L14,2015-07-12
NNLH_1,NNLH_1_SW_L11,2015-07-07
NNLH_1,NNLH_1_SW_L11,2015-07-08
NNLH_1,NNLH_1_SW_L11,2015-07-09
NNLH_1,NNLH_1_SW_L11,2015-07-10
NNLH_1,NNLH_1_SW_L11,2015-07-11
NNLH_1,NNLH_1_SW_L11,2015-07-12
NNLH_5,NNLH_5_NE_BAT_043,2015-07-22
NNLH_5,NNLH_5_NE_BAT_043,2015-07-23
NNLH_5,NNLH_5_NE_BAT_043,2015-07-24
NNLH_5,NNLH_5_NE_BAT_043,2015-07-25
NNLH_5,NNLH_5_NE_BAT_043,2015-07-26
NNLH_5,NNLH_5_NE_BAT_043,2015-07-27
NNLH_5,NNLH_5_NW_BAT_208,2015-07-22
NNLH_5,NNLH_5_NW_BAT_208,2015-07-23
NNLH_5,NNLH_5_NW_BAT_208,2015-07-24
NNLH_5,NNLH_5_NW_BAT_208,2015-07-25
NNLH_5,NNLH_5_NW_BAT_208,2015-07-26
NNLH_5,NNLH_5_NW_BAT_208,2015-07-27
NNLH_5,NNLH_5_SE_I4,2015-07-22
NNLH_5,NNLH_5_SE_I4,2015-07-23
NNLH_5,NNLH_5_SE_I4,2015-07-24
NNLH_5,NNLH_5_SE_I4,2015-07-25
NNLH_5,NNLH_5_SE_I4,2015-07-26
NNLH_5,NNLH_5_SE_I4,2015-07-27
NNLH_5,NNLH_5_SW_BAT_038,2015-07-22
NNLH_5,NNLH_5_SW_BAT_038,2015-07-23
NNLH_5,NNLH_5_SW_BAT_038,2015-07-24
NNLH_5,NNLH_5_SW_BAT_038,2015-07-25
NNLH_5,NNLH_5_SW_BAT_038,2015-07-26
NNLH_5,NNLH_5_SW_BAT_038,2015-07-27
NNLH_6,NNLH_6_NE_G4,2015-07-22
NNLH_6,NNLH_6_NE_G4,2015-07-23
NNLH_6,NNLH_6_NE_G4,2015-07-24
NNLH_6,NNLH_6_NE_G4,2015-07-25
NNLH_6,NNLH_6_NE_G4,2015-07-26
NNLH_6,NNLH_6_NE_G4,2015-07-27
NNLH_6,NNLH_6_NW_994B,2015-07-22
NNLH_6,NNLH_6_NW_994B,2015-07-23
NNLH_6,NNLH_6_NW_994B,2015-07-24
NNLH_6,NNLH_6_NW_994B,2015-07-25
NNLH_6,NNLH_6_NW_994B,2015-07-26
NNLH_6,NNLH_6_NW_994B,2015-07-27
NNLH_6,NNLH_6_SE_E1,2015-07-22
NNLH_6,NNLH_6_SE_E1,2015-07-23
NNLH_6,NNLH_6_SE_E1,2015-07-24
