CONUS_10KM,bedrock
80783,388.42408682810003
79866,0.0
83112,3452.99463280292
82156,392.791229540514
75688,182296.6565836136
80315,388.42334033123
82168,388.423312441902
84015,0.0
76628,17600.892500491307
79838,8674.065631478094
80784,323.5665945666
84021,323.566761840708
74766,401892.7586090339
84480,159.723628332837
82177,0.0
79840,5222.146338305433
84478,0.0
76150,149717.08599678375
80319,388.42334033123
76143,207342.2512592693
80318,388.42334033123
75689,185503.67601426953
84023,2039.581130325418
84935,3853.9736712045747
79861,0.0
81253,0.0
78012,50741.047037274664
77079,77107.35450587416
78937,1637.8971618229998
75692,252231.51549188528
76156,188689.89666221174
78933,0.0
78006,16406.803698992415
77533,84250.32144213197
78927,7884.76491297832
77995,54713.48123569618
76624,159776.9102561209
76614,96889.8555659753
75693,259400.80637313033
77549,84667.0017103049
78924,3544.8711856313203
76610,173957.03477346586
78453,24947.50462462679
80785,323.5665945666
79400,0.0
79863,0.0
76619,152284.53027820314
78931,6533.02459534623
75694,254707.72963654547
77542,42622.0092773993
78932,2585.11876192953
75695,247545.64948239978
77988,28920.172840647127
77535,76659.23863427174
78926,5187.99063760398
77539,56269.24616651082
78454,21433.39408820316
78455,19511.52832234036
80326,0.0
79857,388.42334033123
79393,388.42334033123
77077,72062.14376506634
78005,19947.33796864085
78467,13948.751276079665
79397,0.0
79398,0.0
81251,0.0
79865,0.0
78007,25859.098096471123
77085,130872.5552741344
77073,123114.98749520024
77070,105405.60441171391
77990,26110.018971565234
75681,261615.28705441006
77994,47767.40810192677
78452,26463.44645658399
79860,0.0
76145,212184.51741498098
78928,10684.71042221513
80790,0.0
75680,260169.48159873745
79859,323.56592062753003
76601,85334.30530993333
78939,0.0
78476,12152.714802820901
85888,3824.428598266117
78461,14755.804664399357
78001,30386.04164839912
76140,160033.88521480176
76146,215821.6800850972
77541,45450.201286302006
79391,388.42334033123
76606,158321.39336379166
75682,262187.00661867484
77530,65818.22171535529
77527,41070.502761240976
77996,52118.46032481452
79392,388.42334033123
76618,150388.3928364634
75228,307984.82465598127
77550,69594.32520260615
77084,131617.00387859554
75690,212387.18818006583
76617,133454.59991097328
77548,91604.27294038166
77529,58373.715469826144
78451,23447.815217676107
77525,32287.457187435226
76621,163606.49239077163
78010,57106.71793996546
77081,106685.7782961356
77075,108452.15346325749
78460,13659.546975298152
81250,0.0
78003,30636.047845564743
75679,237400.55448154584
78471,10790.698641419698
80328,0.0
75231,330780.3030733731
76615,102782.16246415376
77080,94046.70728686082
78472,16829.705039893823
76605,155832.7544011081
76609,175538.96526292176
76608,164914.95498446285
76159,204757.2467890173
80786,0.0
79855,388.42334033123
78930,7558.38770678423
78000,30868.052736944297
77065,77429.84765737862
76142,194255.15740857905
76158,198433.75536717824
79403,0.0
77087,110488.30901184006
77534,81393.40615989338
76602,110086.36116629
76603,132688.44316393728
78456,16499.23301177968
79395,323.56592062753003
79858,323.56592062753003
76144,215869.7581595538
77066,94014.1387616063
77532,81322.52814346559
79394,388.42334033123
78938,607.2041071827
77069,104739.36796946073
79402,0.0
80324,0.0
77078,67170.50193362037
78925,3595.41267219962
77068,110362.68996698609
79389,388.42334033123
78450,24642.961042168212
79399,0.0
77546,88737.92161412456
80325,0.0
78469,8144.737988456975
77076,84768.15969970904
78935,582.18708739237
76141,178628.99129604377
77064,66396.23712242812
80322,323.56592062753003
76153,159993.8616816653
76157,193356.18387669607
75691,237021.97483772037
80302,2527.88688337493
77074,124618.95736178286
84964,3573.878039969328
84037,3384.0723620754675
83545,832.598940982425
81236,388.42408682810003
83553,388.424066652688
78919,13587.123058541345
84957,2351.849789807538
86788,82904.79513488182
84468,4997.899628407293
82632,388.423312441902
83095,388.423312441902
84947,32741.12501242814
80333,1813.36035472896
78921,2086.5986057117175
84474,0.0
75235,289646.6745785088
79844,536.47115799253
82622,0.0
82627,388.423312441902
79842,2516.5331130870927
75234,300192.2408090476
84018,388.424066652508
83544,1411.298773422587
82185,2764.4653400051798
83107,1912.77423356812
83098,323.56589273820197
83082,684.691931821904
75674,114810.50367163574
80773,388.42408682810003
77986,25673.672161794817
85421,2542.277522838338
83100,0.0
78448,19824.059758886367
75223,238665.11528258526
83554,388.424066652508
82619,577.299611546614
82621,0.0
80305,25.086319590716002
75207,55476.212573275785
75226,235059.36958133665
76138,108549.61601569671
85400,21203.443424284153
83561,323.566761840708
82173,323.56589273820197
82635,323.56589273820197
78917,17626.419976013
84033,2166.3772732758675
75219,314189.1083476651
80797,2321.282441306852
77552,27939.251432545847
84011,0.0
81229,904.463204979624
82649,3642.010187365288
78912,18917.630485085865
82639,0.0
82640,0.0
83566,0.0
82186,2928.1279153720798
78915,19582.44042552215
79378,13429.019346001196
83110,3130.14514011372
79852,388.42334033123
84481,323.566761840708
78923,2836.79043884763
82175,0.0
84019,388.424066652508
86347,2542.27788020423
84029,0.0
84487,10995.28682293586
80301,4682.61574034128
83565,0.0
83094,388.423312441902
74773,315375.4231704971
86787,73650.9378761904
83555,388.424066652508
86342,26611.4533332834
81254,0.0
82623,0.0
80310,388.42334033123
82180,0.0
81256,193.13184079801
84010,80.79816870293
76623,168651.99301303094
84495,2284.824154479908
85425,3761.247813036828
83575,3452.99463280292
77089,51559.4014777132
82162,388.423312441902
78918,15954.067590125736
78922,458.58222936493
84470,1764.4360451456669
77989,28760.2498823368
86345,2764.9363874305736
75700,208706.41182427361
83568,0.0
78478,0.0
83102,0.0
80780,388.42408682810003
79407,1296.26639009716
80304,1122.1736360802536
82179,0.0
84486,12015.471119799102
84476,0.0
77061,37754.73360463251
81245,388.42408682810003
83563,0.0
74768,409526.81467686914
77544,60012.50724080497
77536,79976.53864953066
79388,417.34660913513
84933,2498.559253941285
77991,23394.73270638833
76607,160051.32007409245
79401,0.0
78004,26499.429793862917
78929,7629.761072800822
78009,49714.784899003935
76620,157998.61163485554
77072,116485.26875713198
78458,16214.054059168528
80789,0.0
77071,109254.55813592266
77992,28041.17807511653
80327,0.0
78457,15850.5968651843
77540,49307.695068430294
76147,203282.1895723436
77082,121167.42600256744
77545,78879.06495524607
78475,18822.982552071793
79854,388.42334033123
77086,124520.37981256946
76154,181660.89597286753
80787,0.0
77547,91726.20077652663
76151,137189.04941837044
77083,129448.05651862283
79390,388.42334033123
77537,72411.99753819944
78474,23715.683622274944
78008,40056.1517588054
78462,15865.822935446828
78934,85.23648138736999
76152,141534.14393393762
76155,194393.63830194614
83108,2824.29941340882
75699,237966.04108561424
84030,0.0
81691,1546.001485969254
85886,3322.3840198204703
81718,193.13184079801
84488,7455.69175402323
79382,4562.116419643467
76136,67069.50670872995
78477,4533.67148711904
83103,0.0
83572,3320.409895033067
76149,174806.44611981875
79377,14194.053199058204
86344,7514.256623690398
84025,2.12376363791
84008,832.598940982425
82637,26.8129004305
79837,8596.15169112825
77524,28834.52448297173
83111,3452.99463280292
84020,330.477731349408
84032,1945.5867114799673
78944,1361.58226912936
79851,388.42334033123
85876,49366.8460612433
83101,0.0
81226,3527.8777862809784
84956,809.750669518838
83569,1719.63996703412
79839,7345.301605315505
82626,388.423312441902
76600,68168.47758368264
82159,0.0
80763,1690.933050518364
78940,0.0
83562,57.205604491
85401,20638.200910522475
85417,2773.9767055219518
84031,508.55933501418997
82643,0.0
78465,20556.62483123958
78464,21050.51033053609
78468,8539.518769856353
78473,22857.676325719334
78011,57008.15266052545
80788,0.0
79864,0.0
78463,18849.384200294353
82641,0.0
79862,0.0
81252,0.0
76616,116940.28954601668
78002,30023.986088045636
78466,19541.47301582058
78936,1138.4826336955998
77528,49835.38074160691
80791,0.0
76604,144880.86579907138
77538,61127.64553866466
78459,16341.13215729592
78449,23939.849382043623
85420,2478.317667454338
84036,3447.4106468638674
84497,3634.372197951238
83105,0.0
80794,581.16501333076
80316,388.42334033123
82625,240.1832689214
85864,30822.614622834753
85399,20115.842199975974
84959,2605.865363952838
82178,0.0
84961,3761.247813036828
86348,2605.8657213187303
82642,0.0
86343,18567.95032009277
86324,35015.87093212199
76622,169093.37466539218
80795,1805.479660420556
77997,47272.904411332136
79853,388.42334033123
77999,35514.420006809974
77998,41638.73947244587
79396,239.41135992833
77531,75159.48108986979
77993,38830.3002775003
78470,10480.039051807453
80323,0.0
77067,109665.08039311043
83083,257.42245871528
82644,765.71841454868
80334,2060.57811665096
83573,3384.0723620754675
83564,0.0
84494,1748.7139523474918
81723,2705.20019878428
84500,3529.619882531928
84038,3384.0723620754675
86346,2279.00881128553
84027,0.0
84932,5038.626982316225
77543,46002.319566336555
83542,5390.654663506846
84501,3384.072126371128
80331,580.04636970457
83099,323.56589273820197
85398,16599.12481790651
85885,2605.8657213188
80330,193.134266534
84490,0.0
90473,283679.9670264284
88632,85960.25065791064
87707,40802.5102513383
89096,167648.84863217245
88148,421523.575014687
89090,107605.21318965056
90018,245981.44968661817
88151,330363.4015209969
90472,326149.7178983774
88614,383227.0410861039
89545,221370.3468847422
90459,883337.556956998
87704,19604.365019670255
88158,28392.184997785494
88621,34032.623385649604
90020,291057.21650949563
89558,225405.94681244474
90928,829569.455771602
88164,24642.666051082462
88160,27753.419435804935
90458,889933.5234355032
90011,196508.75068541756
88633,93522.20840590495
90925,969836.5550196217
90474,253278.47876302674
87693,49403.92117443976
90926,935183.3567103073
89557,203542.99277489766
87706,25371.13653140857
87697,29967.089726962215
89540,528684.4401818628
88162,27818.15706378518
91384,1083803.8037086502
89087,74794.96463901835
87696,28498.886015818243
90479,271715.60049502266
88626,46213.99242700484
89547,150195.80901257886
88170,56491.817590094855
90481,323550.1783250059
88154,145763.12402711413
88166,29703.782455276345
89084,79052.6573581296
90475,240359.42846873373
89999,759015.4977821426
90471,391427.9555768934
89079,336457.1558278594
88167,28053.5527209629
89551,156011.81180967262
89088,87897.15764992365
88163,24191.057830921403
90460,889357.2087726593
88147,445087.49077890755
89082,148754.25330183725
88165,28229.46923297746
90013,197293.68107487468
90923,996048.4189043898
89075,526579.292273323
89080,267527.99184627493
88631,72615.73508196411
90466,678281.9776612385
88168,38391.54304075913
90482,347310.19508473435
89549,126675.3304900616
90924,987836.0069761154
88625,40605.0073527599
89543,356148.18285034737
88161,28772.483927452264
88622,31214.67995452938
91386,1103102.5731640186
90927,889131.4701288558
90012,189742.38128389296
90465,724561.10727103
87694,30767.644446631475
89081,202660.4417848757
88619,88674.08884573734
87699,30078.984773083645
91387,1104181.6073265355
90016,204969.35400801164
88617,203140.09058814697
90017,224238.5615201183
88623,34676.55821424027
88627,53306.198352977735
88150,365279.93839714903
88169,47680.51615977591
88153,204919.27908503308
89089,102000.95156227698
90921,992356.9361055619
88630,60787.757470131866
87700,27877.748428717736
88157,42467.395482335865
90936,352306.3880401387
91388,1085179.4299054071
89068,698942.2490321822
89085,64812.0115235032
88628,53706.96285937984
89095,152012.15108460502
88156,62796.85812508597
90462,860364.6466882682
90467,624482.5846056403
87695,26092.0988915526
90001,687561.3373890466
88159,25984.70861962548
90929,764966.0946015567
90922,986884.9997651867
88613,431501.21092053986
90470,461356.0276942896
88612,464062.61782379437
87698,30658.697359369504
90007,372882.2907490865
88610,497429.30808504915
90483,369932.28469119745
90477,235957.5736103271
90461,883150.078007739
89556,184362.99617934448
90478,243894.11055174159
89086,64887.678073402334
90469,518605.9408320884
90009,265781.99768591515
90484,387494.1535242794
89083,105011.10616650463
88624,37450.59542021371
90919,1005178.631455121
87702,25136.01381658366
89546,195193.77683140602
90008,317571.8589405473
88620,55099.68808626042
88152,270293.6205906335
90000,727220.7071967036
89092,103373.94324653376
89550,138031.23903307956
90476,236703.7224954138
89536,663416.8378987232
90480,297905.83468983654
88149,398649.52115788363
88618,139070.1170946437
88605,649015.0308855467
88606,601568.808598907
89555,166890.6545836597
90463,825723.2135651822
90937,309891.68290430575
87703,22280.629661211504
89070,615300.2688114982
87705,17725.195239199467
89535,687543.3665700746
89078,398085.6778501601
88155,94585.88943394601
88615,330344.2701430678
89532,719309.6701810068
89544,280612.414336263
89998,787665.2738992034
89554,160204.52749817024
90014,201411.5582256238
91383,1080718.88633463
90934,481735.70508180605
90022,330266.53255965444
89067,717135.7240961522
90010,228150.09299462487
91385,1097844.243743238
88616,267527.8059465089
90003,597178.2949499296
89530,758000.5087721841
90464,784436.6838296135
88629,53934.32325327506
89559,250112.30424312456
89553,154076.39418725343
89073,574496.6310809011
90920,988303.7732589162
90021,311149.5885668842
89997,789806.1566300261
90015,199519.93700388365
88145,478698.70993484725
90930,703736.7694452225
90485,406044.6192295305
90002,635311.2653920681
89537,642753.5304557187
89552,163970.6489024567
88146,456294.4199124332
90935,414051.02541007835
89542,419711.5985636981
87701,27302.392899880466
90931,631271.6888714803
88144,514948.8357208596
90468,562213.0562075819
90006,442914.3367413589
89076,498163.30398980196
89074,554274.8931432636
89541,474089.0016332115
90019,268730.6199218084
89548,130002.16747483161
89077,455797.627939357
89996,778203.8637557809
89094,129718.03013549134
88609,510623.8322073423
89538,597794.3600873104
90456,908426.4557010656
89995,790469.4762722162
90457,893895.051234317
89531,752196.2621729715
90933,553909.2498351464
89091,99142.44480060611
88604,672080.2104659096
90004,551125.8343551041
89993,828827.8925860478
88141,615881.342097484
88608,529900.8070380782
88611,485401.95515272
88143,543827.8340698321
90938,294618.82317261567
89069,658588.1149737104
89072,590179.6525268372
90932,586885.9656151696
88607,562943.5464416456
90005,501840.36789947766
89093,112325.63537136387
89994,818984.7042791902
88142,593509.9260966599
89071,591575.5103611032
89533,682797.7556950311
89539,556539.7802292206
89534,686553.2305725093
90939,291198.1066731963
87257,197587.83497115507
87717,186230.77390044657
88179,210821.83846457076
87716,163737.9438695556
87709,60068.235532511
87256,185247.86199233073
87259,193172.58870841097
90039,228010.61229210158
88178,185970.125123467
90494,476251.96100744186
87261,159299.54868425534
88644,281201.61677249917
88653,122459.66289683618
90028,430825.9205998256
87710,76410.56749802019
88193,61701.90060593114
87258,200330.72974907642
88180,230388.73802668392
88172,86170.70047181586
87254,149600.22606505794
88174,124085.35428114879
90037,267642.58061587025
89113,213601.8838108887
88643,268107.5092428409
87255,165989.65886104244
87719,229625.64818156394
88663,2537.76216505443
90030,453454.2669347165
88658,32815.07305806494
89573,277638.3803389636
90027,402343.0424479535
88652,148728.33931787824
89122,19990.62159582283
88181,249230.62810774002
89117,108412.72600575861
89120,47246.41849023715
87711,90068.14474029286
87718,214127.09986971872
88635,148854.26426755145
88197,6761.726737882912
88657,46088.057143254344
87728,96273.30023042888
87266,70031.86702849284
89567,389215.95763170096
87262,136811.76980235337
87729,78263.46932279071
88654,105928.88144473101
89106,307739.7326714466
87712,96731.19949240032
87733,18394.0552062979
90038,245217.57856054575
89111,253481.84179955226
88189,138689.7520025976
87715,141430.56327615582
89566,381456.3883352507
87732,28129.73308666624
89577,197497.96445686845
89578,163141.35315727443
89570,339781.9351530098
90491,496620.86839091993
87730,56219.32789668274
87738,2668.55288134373
88201,2604.59302595973
87276,2796.089167468071
87720,232000.88814553598
89102,269088.3752179155
88188,166127.60917288024
88655,90382.12080545358
89561,303393.7979014247
87739,2732.21534838613
89571,315883.18512513355
90493,506180.4113190343
89124,2856.890277220801
89116,127625.80366595899
90035,315649.83289158787
87725,152490.70622600554
87263,118937.22616845633
89114,188670.12904576684
89572,301379.0628134143
89109,285498.7575017733
89569,357827.3436099835
90489,448414.0002767175
88184,247922.00504224465
89107,302295.3739021234
89103,295140.4455424799
87277,3566.616831225678
90031,421332.4606265725
89586,5366.4715338178885
88639,203141.81828033397
87723,193832.40593087344
89098,222589.52103012308
87275,2613.8215046025502
89585,17776.66714528283
88182,252240.8224755642
89119,68901.92466632987
87260,179003.71041443574
89576,221490.37784598564
90025,391304.1914438894
87727,111621.08504113615
87721,228642.62275967677
87273,2934.69035074707
87726,128294.48641210073
89099,256414.87103584126
90029,455288.33851061715
87724,174902.71369590375
88647,258295.88928498758
88190,117354.2008883442
89112,234545.13695603493
88191,101631.08936211374
88662,2980.60255580388
88645,279687.82916667213
89584,32760.75317860463
90034,343750.9427164091
89110,267933.2305618235
87265,88602.21353266817
88198,3220.78305999462
88175,142142.36356473778
87264,101959.90205319322
88194,43729.42158756634
87735,3545.31876242078
89562,329391.48148655175
87278,3692.8000104609573
89115,156581.60465756632
87740,2801.554036722522
89574,260019.03497310294
88659,20587.391877848502
88638,202628.40008945385
89123,6515.373119805189
86814,3650.056837601337
88196,20123.801334675903
87737,2604.59302595964
89108,298981.0417751501
87271,4025.3908762278497
90032,394644.4521185197
90036,287760.52520867094
88186,210486.96773564073
88649,224419.84444863326
89581,94720.77470618839
87268,36887.320218373425
86815,3638.2865089796373
87274,2605.8657213187303
88661,3365.54044604982
87270,16144.03153244436
89125,2659.846382595001
88183,250936.1838126594
90488,452690.57888969284
88656,66104.9473992153
89118,93297.56655844228
90496,405010.58901859936
88173,107986.71667198838
90487,455923.1667918056
88648,245003.86692997065
88199,3004.84717990641
88660,7167.146201445902
88200,2730.49996381443
88642,259481.0760429828
88185,231176.5905816434
90495,442043.2986429981
89105,317088.33409593435
88650,203043.38402855766
89568,372062.61513731594
89565,350667.44488723826
88640,216667.49755212112
87736,2854.42681745591
88177,165015.9299862354
87722,213240.68463757256
90026,394268.65901200764
88637,197869.0255646094
88192,85772.23209090639
87714,121195.23319616076
88195,31029.116023530943
87713,105288.5627290486
89575,240709.11122687676
89121,33468.82856945543
88646,266050.50794465846
89104,317788.1362906206
87269,25618.70582496781
88176,152901.87610859753
90497,367979.9796388621
89101,266954.81885534414
87731,40135.80554430044
88651,177502.2245786506
87734,5446.943283760612
90024,383075.9651335083
88636,177902.70797467744
89563,339188.7135118611
90033,372359.1328784406
87272,3345.23135628414
89100,273175.36386542564
88187,189331.56584461714
87267,49443.211715129786
88641,244569.1473388618
90492,508232.35559468425
90499,295138.1231470135
89564,335009.5876564288
89582,70272.30637465687
89583,47530.51642196005
90498,330778.2437365314
90490,471545.3163768976
74784,3866.622104570617
77097,2089.15412643333
76635,2814.6440653145105
74781,1700.30154085985
77095,1891.6309645496299
77558,1891.6309645496299
75244,1835.0637269476
76172,2621.4919571919104
75705,1307.831617231344
78020,1891.6309645496299
75245,2296.82601601895
81262,2385.159868064252
75246,2297.0090555015872
80337,2326.80896066459
78947,2213.61502912341
78022,1891.6309645496299
78948,2213.61502912341
77557,1891.6309645496299
76168,1632.4439944748017
76169,1812.7113441032204
74779,6819.532470946
75242,2096.0188263379
75708,2555.4569557453915
75710,3062.5646294306416
78021,1891.6309645496299
75248,3904.172594523924
79874,1964.24713131267
77561,2089.15412643333
78946,1881.71648611708
80800,2511.296491342942
77559,1891.6309645496299
75247,3620.546231756317
77096,2023.22618878073
80799,2368.200859467942
74783,3070.1853969626172
79873,1945.40822982647
78485,2020.47691960853
74780,1310.2591531697
75706,1742.8115770796117
77560,2023.22618878073
77098,2418.86351263433
74782,2101.73082844205
74785,3892.329809388417
75709,2621.4322339515916
76634,2418.8589730997805
81725,2736.9024195044
81263,2450.4754887101417
82188,2812.72638071005
76631,1891.6311040439205
76632,1891.6311040439205
80336,2344.73360839689
76170,2128.3773933229804
82651,3074.25054522485
82189,2766.62428611957
76633,2032.4600888405803
75243,1505.3543407466
76173,2666.3609094953918
75707,2138.3666191719117
79410,1951.20272986381
77094,1891.6309645496299
76171,2416.0892982870805
79411,2213.61502912341
78483,2213.61118614253
78484,2213.61118614253
74786,4091.667412284417
78023,2012.05835081763
87235,31898.81385251603
87236,32326.285431223176
86782,14246.775197989142
75194,42061.91448592742
87233,28965.04105461146
83077,6385.060268868612
82614,6046.276869297034
83540,6864.007506132492
87241,18883.191374412698
87229,48363.370381036504
87245,28633.283673334354
87683,392080.3708351015
75197,43034.47477016899
76132,25823.509251545467
82151,6010.229125837854
87238,28624.67228732144
87244,16883.353169975668
87242,16929.46765962871
87243,16855.00067893458
84003,7621.140418977695
87232,26838.44837393276
80299,6730.229787571655
87689,221006.88772866107
77058,24570.18268812843
77521,22803.84697655574
87691,102666.58093147501
81688,5563.160551368186
75206,39449.88369141159
87234,30606.28096225175
87686,340578.1821356371
86319,12798.790785223671
87685,361587.97160850913
75198,39044.58265992379
87684,379190.0789553989
87231,24471.45009397727
75195,42061.91448592842
87239,26389.45833864355
79373,11580.231749650857
85393,7561.155574011769
75669,27386.893301724223
80762,3025.3012797396223
75196,42804.88606027569
87237,32440.123150880125
78910,13564.138636299595
76595,25627.64999960673
87681,465482.27462366613
87687,315699.91569146333
81225,5122.790557033453
78447,16066.160068904665
87678,541710.90789704
77984,20139.626295099093
75193,39798.55035987842
87240,22250.454848127974
87680,493711.0913543264
85856,10840.440997041193
79836,9855.281281903794
87230,31642.760040280482
87688,275341.9269327526
84930,6669.172247994241
87679,538801.1970621505
87690,160449.27745177195
75192,38058.29554638741
87682,421143.6469521793
84004,6287.273035587163
84467,6307.892231140227
74742,33023.95734457799
86796,175969.37097276445
74756,364199.84586957097
86795,175095.3366550474
86798,141317.2059795688
86797,159047.07289796715
86790,107473.94118840626
86794,163259.21290563274
76630,1660.7836717114203
77093,1891.6309645496299
74758,320136.70573551505
74746,110571.65186313698
86804,41596.773844922165
74755,364634.43718896684
86793,142414.12899140816
86791,124441.68386595628
78019,1563.67140404463
76167,1415.1589502653217
86807,12977.684928260698
86352,3761.2490035378173
86351,3694.465797244937
87248,73732.02841938783
74757,345358.5298336118
74754,355185.4093458532
78482,1593.8767411683
86792,134138.01995187977
74745,82803.52329753587
74751,281403.9012522534
87250,91015.45285287345
75704,3029.927239312084
86350,3630.3005920737373
77556,1849.68305825323
75241,12656.37906942993
87246,42464.43045616072
84502,3384.072126371128
74752,312715.68629787443
84039,3423.99131297012
83576,3452.99463280292
86803,59266.78357314131
74749,234639.4254190668
78945,1557.72986020468
74753,337051.90662242897
87247,56580.33173781694
74759,300899.9133705303
74778,29679.685988615878
84965,3384.072126371128
87251,97783.87677272258
86811,2605.8657213187303
79408,1538.59243770177
74748,186453.75650074947
79872,1861.17026764547
74743,48460.94806735739
74750,260982.3227204515
82650,3185.333630942288
86800,106653.11927851204
87253,134957.27362511048
81261,2445.4630357394517
86808,3165.11578420555
86801,92471.42582032846
82187,2834.9778427046
86809,2880.656166716524
86805,31518.183409827892
86802,78829.04972103526
83113,3714.05018903082
87252,114948.59160969229
86799,122168.62139714514
80335,2164.88227442639
86810,2478.31802482023
74747,148583.2999062818
86806,22645.48134447031
81724,2702.9616649488
80798,2325.2251175032416
86812,2669.52818836113
74744,60467.51557710518
87249,84034.44578683384
87708,47906.92006025641
88171,67177.20341921829
88634,116676.78773227967
87692,66701.37654192068
89097,190758.34833803686
90023,357963.1711104138
90486,435722.3019648775
89560,277642.69763320166
86813,3221.307392125397
79409,1557.72986020467
86754,393292.81067087245
